Id,Text,RelevanceScore
1405424,"אדוני היושב-ראש, חברי חברי הכנסת, אני, ברשותכם, אהפוך את הסדר. אני לא יודע מה מקובל, אבל אשתי היקרה וחמשת ילדי כבר מחכים לנאום הזה הרבה זמן, אז במקום להתיש אותם לחכות לסוף הנאום אני באמת אומר להם תודה רבה מאוד על הרבה מאוד שנים שהם משלמים מחירים כבדים. אני עומד בדחילו ורחימו כאן, מעל בימת הכנסת, סמל ריבונותה ועצמאותה של המדינה היהודית המתחדשת, ראשית צמיחת גאולתנו. כמה דורות כספו למציאות הזו, לרגע הזה, כמה אנחנו צריכים לשמוח ולהודות לריבונו של עולם על שזכינו לחיות בעיצומו של התהליך הנפלא הזה ולהיות חלק ממנו. אני הקטן, זבוב על פיל, בא ממשפחה שמסמלת את הגאולה הזו יותר מכול. מצד אבא, אבי מורי, נצר לרבי יצחק לוי מברדיצ'ב, סנגורם של ישראל, צאצא של אודים מוצלים מאש, שרידים אחרונים ממשפחה גדולה מאוד שנספתה ברובה הגדול בשואה ובחלקה הוטבעה באוניית המעפילים ""מפקורה"" בדרכה לארץ-ישראל. מצד שני, מצדה של אמי מורתי, משפחה ארץ-ישראלית שורשית, 13 דורות בארץ, משפחה ירושלמית ותיקה שהשתדכה עם משפחה חלוצית מהצפון, הייתה ממקימי ההתיישבות היהודית המתחדשת במטולה, ביסוד-המעלה, בתל-חי ובעוד רבים רבים מיישובי הצפון. כבן למשפחה הזו אני עומד כאן, ממש לא כקלישאה, נרגש ומלא שמחה והודיה לה'. בסוף מסכת סוטה חז""ל מתארים לנו את הקשיים והסיבוכים הרבים שעם ישראל עתיד לפגוש בתקופה הזו שאנחנו זכינו לחיות בה, שמכונה בחז""ל עקבתא דמשיחא, אותה התקופה שבה כבר נשמעים פעמי משיח ורואים את עקבותיו. כך מתארים לנו חז""ל: בעקבות משיחא חוצפא יסגא, והיוקר יאמיר: הגפן תיתן פרייה, והיין ביוקר.",5
1405425,"מלכות תיהפך למינות – ואין תוכחת. בית-ועד יהיה לזנות, והגליל ייחרב, והגולן יישום, ואנשי הגבול יסובבו מעיר לעיר ולא יחוננו, וחוכמת סופרים תסרח, ויראי חטא יימאסו, והאמת תהיה נעדרת.",4
1405426,"נערים פני זקנים ילבינו, זקנים יעמדו בפני קטנים, בן מנוול אב, בת קמה באמה, כלה בחמותה. אויבי איש אנשי ביתו. פני הדור כפני הכלב – וכו' וכו' – ואנו אין לנו על מי לסמוך אלא על אבינו שבשמים. כשקוראים את המשנה הזאת אי-אפשר שלא לתהות מה ראו חז""ל לשטוח בפנינו את כל הקשיים והצרות הללו מבלי לתת לנו ולו קצה-קצהו של חוט לפתרון. אנחנו רגילים הרי לומר שתורה מלשון הוראה; חז""ל בדרך כלל מדריכים אותנו איך לפעול, ופה פתאום הם מתארים לנו מציאות קודרת, קשה, שום פתרון – בשביל מה? והקושיה הזאת מתעצמת מכיוון שהקשיים האלה באמת מצמיחים אסכולה שלמה של אמוראים: עולא ורבה, שבאמת אומרים בגמרא ""ייתי ולא אחמיניה""; מסתכלים על התקופה הזאת ועל הקשיים ומתמלאים בפחד – יבוא המשיח, אני לא רוצה להיות שם, מוותר על התענוג. אז יש גם את רב יוסף, ויש אחרים שמבקשים ""ייתי ואזכי"", כן, יבוא ואזכה לשבת בצלי גלליו של חמורו של משיח; יבוא ואזכה לשבת בצל אותם הצרות הגדולות והסיבוכים הגדולים והמורכבות הגדולה שמלווה את התהליך הגדול הזה שאנחנו נמצאים בתוכו. אז אותנו, ברוך השם, לא שאלו. אנחנו פה. זכינו. רוצים או לא רוצים, אנחנו חיים בתוך התקופה הזאת, חיים את התקופה הזאת. ואנחנו שואלים, כמי שחווים את החוויות האלה, בשביל מה חז""ל תיארו לנו את כל המציאות הזאת מבלי לתת לנו שום פתרון? התשובה על כך כנראה היא שחז""ל הבינו שיותר מאשר הקשיים הללו מסוכנים מצד עצמם, הם מסוכנים מצד ההשפעה הפסיכולוגית שעלולה להיות להם על החוסן הלאומי שלנו, על האמונה שלנו בצדקת הדרך. החשש הגדול של חז""ל היה שכשנגיע אל התקופה וניתקל פתאום בכל הקשיים האלה נתבלבל, נלך לאיבוד, נחשוב שאולי טעינו בדרך – אולי מדינת ישראל היא לא ראשית צמיחת גאולתנו? אולי הרב קוק ויתר מבשרי הציונות טעו, הרי כך יכולה להיראות ראשית צמיחת גאולתנו? זה הרבה יותר מסוכן. את הפתרון אני לא יודע. חז""ל, או לא יכלו לתת – כולנו מכירים את הגמרא בפסחים: יעקב אבינו לפני מותו ביקש לגלות לבניו את הקץ ונסתמה ממנו, נסתלקה ממנו רוח הקודש. לא כל דבר אפשר לגלות. אולי גם חז""ל לא היו יכולים. מי יודע, בפרספקטיבה של אלפיים שנה קדימה איזה הדרכות מעשיות היה אפשר לתת לנו? איך להתמודד עם האיום האיראני? עם אבו מאזן? עם הקשיים שמציב בפנינו הנשיא אובמה? אני, חלילה, לא משווה כמובן בין האתגרים האלה, אבל לא בטוח שבפרספקטיבה כל כך רחוקה – חז""ל סמכו עלינו. חז""ל סמכו עלינו שאם אנחנו, אם תהיה לנו האמונה הגדולה הזאת בצדקת הדרך נמצא בתוכנו את הכוחות, את היכולות ואת הכישרונות להתמודד עם כל הקשיים האלה. נמצא לבד את הדרך. העיקר שלא נלך לאיבוד. העיקר שנדע שהדרך הזו רצופה בקשיים ולא נתבלבל כשניפגש בהם, לא נקום כל בוקר מחדש ונשאל את עצמנו מי אנחנו ומה אנחנו. ממש על קצה המזלג, את הסיבה לזה שהמציאות הזאת היא כל כך מורכבת – יש כל כך הרבה קשיים וסיבוכים בתקופה הזאת – מבאר הגאון מווילנה, הגר""א, שתורתו, תורת הגאולה שלו היא אחד מנדבכי היסוד הכי בסיסיים של השקפת העולם הציונית-דתית שדוגלת בגאולה בידי אדם, גאולה בדרך הטבע. הגאון מסביר שהשורש של הקשיים האלה נעוץ בתחושה של כוחות הרוע, של השקר בעולם שסופו קרוב. או-טו-טו הולכת להגיע הגאולה, ומה זה גאולה? גאולת האמת. עם ישראל חוזר לארץ-ישראל, הקדוש-ברוך-הוא מתגלה, האמת האלוקית הגדולה של העולם הולכת ומתגלה. ומה קורה כשהאמת מתגלה? השקר נעלם, הוא מתפוגג. ובדיוק כמו השור הזה בזירה, בדקה האחרונה, רגע לפני שהוא נופח את נשמתו ונופל ארצה הוא נותן את ה""פייט"" של החיים שלו. כל לוחם שוורים יודע שהדקה האחרונה על הזירה היא הדקה הכי מסוכנת. ככה גם כוחות השקר בעולם מבינים שעוד רגע זה נגמר, והם נותנים את ה""פייט"" של החיים. זה לא קל. התקופה הזאת מסובכת לנו, אבל זה קרב אבוד מראש מבחינתם. התהליך הזה, ברוך השם, הולך ומתקדם, הולך ונבנה. הגאולה היא דבר שאף אחד לא יכול לעצור אותו. ומה שהיה חשוב לחז""ל, בעיקר, לומר לנו – לא להיבהל כשרואים את הקשיים האלה ולא להתבלבל. אחרי שדיברנו קצת על הקשיים, בואו ניכנס קצת לפרופורציה. אחרי הכול, אנחנו צריכים להודות על האמת: מדינת ישראל היא המקום הטוב ביותר לחיות בו. תראו מה הקמנו כאן ב-67 שנה: כלכלה וצבא וחברה. תראו לאיזה מקום הגענו, בעזרת השם, במדע, בטכנולוגיה, איזו קדמה. תראו כמה תורה יש בארץ-ישראל, כמה חסד, כמה עזרה לזולת, כמה מפעלים שכל-כולם אכפתיות ונתינה. תראו כמה יהודים יש בארץ-ישראל; כמה בתים, פרדסים, כבישים; כמה שדות וכרמים; כמה עוד ועוד התגשמות של חזיונות הנביאים, שהתנבאו כל כך הרבה על התקופה הזו. חברי חברי הכנסת, הצוואר של החברה הישראלית – תפוס כבר הצוואר מלהסתכל למטה, מלהיות בדיכאון, מלחשוב שהכול כאן רע, שהכול כאן יקר, שהכול כאן מושחת. מי שפותח פה עיתונים בבוקר או מקשיב לרדיו בטוח שאנחנו חיים במדינת עולם שלישי שהכי נורא לחיות בה. יש כנראה מי שעושים הון מטיפוח הדיכאון הזה. יש מי שהאסטרטגיה שלהם, בה""א הידיעה, בנויה על יצירת התסכול הזה, על טיפוח הרגשות השליליים, כי אם הרי הכול כאן כל כך רע, אז חייבים תהליך מדיני שיוציא אותנו מזה. חייבים משא-ומתן, חייבים להקים מדינה פלסטינית כדי לצאת מהמצב הכלכלי והביטחוני הכל-כך נאחס הזה שאנחנו חיים בתוכו. חייבים את זה כדי להוציא אותנו מהבידוד הבין-לאומי שכל הזמן מאיימים עלינו שאנחנו נמצאים בתוכו. אז זהו זה, חברים וחברות, טוב כאן, והעם הזה לא זקוק לחלומות ולמקסמי שווא. הוא לא צריך שנכניס אותו להרפתקאות מסוכנות ומיותרות; הוא לא זקוק שנמסור חלקים מארץ-ישראל שהוא כל כך אוהב לערבים, והוא ממש – אבל ממש – לא צריך שנבלבל אותו ונחליש אצלו את האמונה בצדקת הדרך. העם הזה צריך בדיוק את ההפך. הוא זקוק לכך שנחבר אותו מחדש לחזון הגדול שלו. עם ישראל מחכה שנעשה לו מסאז', נשחרר לו את הצוואר התפוס, שנרים לו את הצוואר ונזקוף לו את הקומה, שנחזיר לו את הברק בעיניים. הוא מחכה שנחזיר לו את האמונה בצדקת הדרך. את החזון, את גאוות היחידה, את תחושת השליחות והייעוד; שנחזיר לו את השמחה ואת התקווה שנובעים מהאמונה הברורה הזו בצדקת הדרך. העם בישראל מחכה שנחזיר לו את המוטיבציות החיוביות לעבוד קשה – כן, לעבוד קשה – לבנות, לפתח, לשכלל, להתמודד עם הקשיים בשמחה מתוך הכרה ברורה שאנחנו בדרך הנכונה. זו הדרך שבה אנחנו מקימים כאן ממלכת כוהנים וגוי קדוש, שבה אנחנו זוכים לעשות בידיים שלנו את מה שאבותינו ואבות אבותינו יכלו רק לחלום עליו: לבנות את הארץ הזו מחדש ולחונן את עפרה. זו הדרך שבה אנחנו מקימים את העם הזה מחדש. מקבצים אותו מארבע קצוות הארץ, מאחדים אותו ומחזירים אותו לימיו הטובים כאור לגויים. זו הדרך שבה אנחנו מקימים את התורה מחדש כתורת חיים, כתורה גדולה של גאולה. זאת מדינת ישראל. זו כנסת ישראל. זה המקום שבחלקנו, כולנו, חברי, נפלה הזכות לשרת את העם הגדול הזה. נכון שמהמקום הטוב הזה שאנחנו נמצאים בו יש לנו עוד המון המון לאן לשאוף ולהתקדם. יש לנו הרבה מה לעבוד על הנושאים החברתיים, אנחנו צריכים לקרב פריפריה למרכז, לקלוט נכון וטוב יותר את העלייה מאתיופיה, את יתר העולים, אנחנו צריכים לשקוד על צמצום הפערים בחברה ועל מתן הזדמנות שווה לכל ילד וילדה במדינת ישראל. אבל את כל זה, חברים, לא נעשה מתוך מרמור או תסכול. נעשה את זה מתוך הרבה הרבה שמחה ואמונה בצדקת הדרך. אז איך מחזקים את האמונה בצדקת הדרך? קודם כול מבססים אותה על התורה, על המסורת המפוארת שלנו, על הקשר שלנו לריבונו של עולם. ברוך השם, אנחנו לא קמים כל בוקר מחדש ושואלים את עצמנו מי אנחנו ומה אנחנו, יש לנו יסודות איתנים שעליהם אנחנו נשענים בביטחון מלא. דוד המלך אומר לנו בתהילים: תורת ה' תמימה משיבת נפש, עדות ה' נאמנה מחכימת פתי. דוד המלך מכנה את התורה ""עדות"". עדות זה דבר שמברר את המציאות. לא כמו שיש לנו איזו תפיסה שגויה שאת המציאות מבררים מומחים – ביטחוניסטים, כאלה שמבינים – והתורה אולי באה אחר כך, יש לה מה לומר על גבי המציאות. זה לא כך. הקב""ה הסתכל באורייתא וברא עלמא, הסתכל בתורה וברא את העולם. התורה היא יסוד העולם. היא הפריזמה שדרכה אנחנו צריכים להתבונן בעולם ולגבש את השקפת העולם שלנו, את תפיסת המציאות שלנו. שנית, אנחנו חייבים לחזק אצל העם שלנו את השייכות והחיבור לארץ-ישראל, לארץ שלנו שהובטחה לנו על-ידי הקדוש-ברוך-הוא. הארץ הזאת שהיא המקום היחידי בעולם שבו אנחנו יכולים לפרוח כעם, להיות אנחנו ולהגשים את ייעודנו. כאן בארץ-ישראל לא תקום חלילה מדינה פלסטינית, לא רק מפני שאין לנו איזה פרטנר מתאים לעשות את זה אתו נכון. זו הארץ שלנו, ושלנו בלבד. זה הבית שלנו; הבית שאליו אנחנו זוכים לחזור לאחר אלפיים שנות גלות ונדידות. זו הארץ המובטחת לנו, ולנו בלבד. אתם יודעים מה? זה גם הפתרון לטרור וללחץ הבין-לאומי. בניגוד לדעה הרווחת, שאין שקרית ממנה, שמקורו של הטרור בייאוש – הטרור נובע מתקווה. הטרור נובע מתקוותם של אויבינו לנצח אותנו ולהצליח להשיג בעזרתו הישגים. ברגע שאנחנו נגדע את התקווה הזאת, אנחנו נבהיר בצורה שאיננה משתמעת לשתי פנים שלא תקום מדינה פלסטינית ויהי מה, המוטיבציה של הטרור תלך ותפחת. זה ייקח זמן, זה יהיה לא קל. אחרי השטויות שעשינו בעשרות השנים האחרונות וטיפחנו כל כך הרבה תקווה אצל האויבים שלנו, אנחנו נצטרך לעבוד קשה מאוד עכשיו כדי לשכנע אותם שהפעם אנחנו באמת מתכוונים לזה ושלא תקום כאן מדינה פלסטינית. אבל כשזה יקרה, הטרור ילך ופחת. ככה זה גם ביחס ללחץ הבין-לאומי על מדינת ישראל. מה אנחנו רוצים מהעולם? כשאנחנו משדרים פה שכביכול מקצה לקצה בחברה הישראלית יש קונסנזוס שהפתרון לקונפליקט היהודי–ערבי בארץ-ישראל עובר דרך חלוקת הארץ, כשראש הממשלה שלנו מהימין מכנה את הרעיון הרע של מדינה פלסטינית חזון, כשאנחנו מדברים רק על שיקולים טקטיים וביטחון והצד השני מדבר על צדק ועל זכויות היסטוריות, מה אנחנו רוצים מהעולם? אז העולם אומר לנו: חבר'ה, גם אתם הרי מאמינים שזה הפתרון, אז קדימה, תקימו מדינה פלסטינית, מספיק עם תירוצים. את החששות הביטחוניים נפיג לכם, עוד ""כיפת ברזל"", עוד איזה מכ""ם. כשאנחנו נחזור לעצמנו, נחזור לדבר על אמיתות היסוד הכי בסיסיות של הציונות, על השייכות ההיסטורית והדתית והלאומית שלנו לארץ-ישראל – אין מפעל צודק ומוסרי יותר בפרספקטיבה היסטורית מהמפעל הציוני. בואו נדבר על המוסר הזה, על הצדק ההיסטורי שהעולם עושה עם העם היהודי אחרי כל כך הרבה שנות גלות ורדיפות. כשנדבר ככה, גם העולם יבין אותנו והלחץ הבין-לאומי יפחת. ומילה אחת אחרונה לנו, חברי הכנסת, על המקום שלנו. אנחנו נבחרנו רק לפני קצת יותר מחודש על-ידי העם וקיבלנו מנדט להוביל, להנהיג, לעצב זהות ולקבוע מדיניות. קיבלנו מנדט לחלוק ולהתווכח, כמובן בנועם ובכבוד הדדי, אבל אנחנו היחידים שנושאים באחריות ולכן אנחנו גם היחידים שיש לנו סמכות. לא לפקידים וליועצים משפטיים – טובים, מוכשרים וחפצי טובת המדינה ככל שיהיו. אנחנו חייבים להחזיר את הכוח למשכן הזה ולשוכניו. חייבים להחזיר את האמון של העם בנו ובמוסד הזה. והדברים כרוכים האחד בשני. ברשותכם, מילה אחת בנימה אישית לפני סיום. אני מבקש להזכיר כאן במעמד המרגש הזה את רעי כאח לי, שלום שולי הר-מלך, השם ייקום דמו. שולי היה איש ארץ-ישראל במלוא מובן המילה. איש של חזון, איש של גאולה, איש של אמונה בצדקת הדרך. שולי נרצח בדרכו מבית הוריו בכוכב-השחר שבארץ בנימין לביתו שלו בחומש שבצפון השומרון – תיבנה ותיכונן במהרה בימינו – יישוב פורח שנחרב סתם כך, ללא כל תכלית, במסגרת הגירוש מגוש-קטיף ומצפון השומרון. השנה נציין עשר שנים לגירוש. והיום, כשכל ילד במדינה הזו יודע שהגירוש היה טעות, ואני ככה בורר את מילותי מפאת כובד המעמד, כבוד המעמד, הגיע הזמן לתקן. אני קורא לראש הממשלה לציין את שנת העשור לגירוש בסימן: טעינו – מתקנים. שולי אחי, אני רוצה לספר לך מעל בימה זו, שהיא סמל עצמאותנו וריבונותנו כאן במדינתנו המתחדשת, שהגאולה שכל כך אהבת הולכת ומתקדמת, מוסיפה קומה על גבי קומה. אני רוצה להבטיח לך שאנחנו עושים כל שביכולתנו כדי לעזור לריבונו של עולם לחזור ולהשרות שכינתו בציון. תודה רבה.",5
1405618,"אדוני סגן השר דיבר על ההחלטות הרשמיות של האיחוד האירופי. הבעיה היא שהמצוקה היותר-גדולה שנתקלים בה אותם יצרנים מיהודה ושומרון ורמת-הגולן היא הפרקטיקה, ומסתבר שהאיחוד ומוסדותיו פיתחו כמה פרקטיקות מעשיות איך למנוע מאותה תוצרת להיות משווקת באירופה. לדוגמה, מוצרי עוף ובשר מחויבים היום לערוך את הבדיקות ליצוא במכונים אירופיים, ובפרקטיקה כשמגלים מוצרים שמגיעים מיהודה ושומרון ומרמת-הגולן הם פשוט לא מאושרים ליצוא. נקודה שנייה – חוקרים מאוניברסיטת אריאל מנועים מלהשתתף במחקרים שהאיחוד האירופי שותף במימון שלהם, לדוגמה, תוכנית ""הורייזן 2020"", שמדינת ישראל חתומה עליה ומממנת את חלקה. שוב, מעבר להחלטות הרשמיות המאוד-גדולות, בפרקטיקה משרד החוץ לא מצליח כרגע כנראה להתמודד עם זה.",5
1408529,"אדוני היושב-ראש, חברי הכנסת, יש עתיד, הגשתם עכשיו הצעת אי-אמון. שנתיים הייתם בממשלה, שנתיים חבר הכנסת יאיר לפיד היה שר האוצר, מה עשיתם בדיוק כדי לצמצם את העוני? מה עשיתם כדי להגדיל את העוגה?",1
1408530,"כלום, לא עשיתם כלום. כל מה שעשיתם זה לסכסך את החברה הישראלית, חלק אחד בחלק אחר.",1
1408532,"סכסכתם את החילונים עם החרדים, את המתנחלים עם החילונים, יצרתם מצב שכל אחד חושב שהוא דפוק כי מישהו אחר דפק אותו. זה מה שעשיתם שנתיים, ולכן לא הצלחתם לעשות שום דבר – –",2
1408533,– – לא הצלחתם לעשות שום דבר כדי לצמצם את העוני. וזה מה שאתם עושים גם עכשיו. הרי אתם לא חתמתם על הסכמים קואליציוניים.,1
1408535,"מה זה הביטוי הזה ""לקחתם את הכסף מהשכבות החלשות לטובת הסכמים קואליציוניים""?",1
1408537,"ההסכמים הקואליציוניים שנחתמו הם ההסכמים הקואליציוניים הכי חברתיים שיכולים להיות. ודיברו פה קודמי, אני לא רוצה להוסיף על זה, ואני לא רוצה לחזור על מה שדיברו אחרים. בירורי יהדות שדוברו פה – מה זה? – –",2
