Id,Date,Topic,Text,Rank,Reasoning
273128,2013-03-19,נישואים_אזרחיים,"– – – לקעקע את הרבנות הראשית? באיזה אופן?

– – – לקעקע את הרבנות הראשית. זה לא רק – – –",3,
279350,2013-12-17,נישואים_אזרחיים,"חברי וחברותי, בשעה זאת ממש מחוץ למשכן הכנסת מפגינות ומפגינים חברים וחברות הקהילה הלהט""בית במחאה על כך שהם עדיין לא מקבלות או מקבלים במדינת ישראל שוויון זכויות אזרחי כמו שמגיע לכל אזרח ואזרחית הטרוסקסואלית. אנחנו תוהות ותוהים כאן היום, ראש הממשלה מר בנימין נתניהו – איפה אתה בסיפור הזה? אני יודעת שבחו""ל אתה אוהב להגיד שאזרחי ישראל מגלים אהדה מעצם טיבם כלפי התקדמות כנה ואמיתית של רפורמות דמוקרטיות; ולנו, אתה אומר באנגלית, יש קשר טבעי עם מדינות שבהן זכויות נשים, זכויות הומואים ולסביות או זכויות של מיעוטים זוכות לכבוד הראוי להן. אז איפה אתה? לגבי אוכלוסיית המסתננים, נגיד, אנחנו יודעות בדיוק מה דעתך. היום הם העזו להפגין ו-200 מהם נעצרו מייד, וזה מצבם כרגע. גם לגבי אוכלוסיית העניות והעניים אנחנו יודעות מצוין מה מצבך. הנה, היום חל יום המאבק בעוני. העוני בישראל הולך וגדל, והמדיניות הולכת ומגדילה אותו. אפשר לחשוב באמת על אוכלוסיות רבות נוספות, למשל אוכלוסיית המתגוררות מעבר לקווי 67' של מדינת ישראל, גבולה הרשמי של ישראל מפעם. הם קיבלו היום 88 מיליון שקלים לחטיבה להתיישבות בוועדת הכספים. אבל הקהילה הלהט""בית, אדוני ראש הממשלה, זאת שיש בה הומוסקסואלים, לסביות, טרנסג'נדרים וטרנסג'נדריות, טרנסקסואלים, ביסקסואלים וגם הדבר הכללי הזה שאנחנו קוראות לו ""קוויר"" – מה דעתך בקשר אליהם? למה, אדוני ראש הממשלה, תמשיך ותמנע מהם זכויות אזרח ואזרחית?",10,
283624,2014-05-28,נישואים_אזרחיים,"אני אמרתי לך שצריך לבטל את הרבנות.

אז מאה אחוז, תיקח את הרב שלי – – –

אני אלך לרב שלי, הוא ייתן לי הכשר – – –

אבל למה רק גוף אחד? – – –",10,
284238,2014-06-23,נישואים_אזרחיים,"תתנדב בשביל הציבור. תזכה את הרבים.

אתה רואה? אפליה מתקנת כן עובדת לפעמים, מר דרעי.

אני הייתי תומכת בביטול הרבנות, אבל אני לא תומכת בזה.",4,"The speaker expresses support for civil marriage but indicates a lack of strong endorsement, suggesting a moderate opposition to the idea of abolishing religious marriage."
284669,2014-07-08,נישואים_אזרחיים,תפסיקו כבר את נישואי הקרובות.,1,
285217,2014-07-23,נישואים_אזרחיים,"אדוני, תודה רבה, אני מאוד מאוד מאושרת לעמוד כאן היום ולהעביר את הצעת החוק הזאת בקריאה טרומית בהסכמת הממשלה. צריך להגיד שהיא תצטרף לקבוצה של חוקים דומים שהוגשו בעניין זה, ואני מקווה שכשנגיע לוועדה באמת נצליח לייצר ביחד את החוק הטוב ביותר לעניין, ואני מייד אסביר כמובן את העניין. אבל העבודה על החוק הזה הייתה עבודה רבה ביותר, באמת, השקעה עצומה של זמן של חברות ושותפות – ואני אמנה אותן ואודה להן בסוף דברי – וכמובן, חבר הכנסת יריב לוין, שהצטרף, לשמחתי. הרעיון הוא כזה: הרעיון הוא שכל זירת הגירושים במדינת ישראל הפכה בשנים האחרונות, כבר די הרבה שנים – וצריך להגיד: לא רק במדינת ישראל, אלא בכלל בעולם, עם השינויים שעוברים עליו – הפכה להיות סוג של מרחץ דמים. באמת, זירה של התכתשויות איומות ונוראות בין אנשים שפעם כנראה אהבו אחד את השני והחליטו להתחתן ולהקים משפחה, וללדת ולהוליד ילדות וילדים, וחיו ביחד – חלק מהזמן, אני רוצה לקוות, באושר, אם לא בעושר. והם מגיעים לרגע שהם מחליטים לפרק את הבית, וזה הופך להיות מלחמת עולם, פשוט מלחמת עולם איומה ונוראית, שכולם חוטפים; כולם. הילדות והילדים בראש ובראשונה, כמובן, כי זה לא בידיים שלהם והם האובייקטים, הם הופכים להיות ממש האובייקטים של המלחמה הזאת. לפעמים הם הופכים להיות כלי נשק במלחמה הזאת. הם מנוצלים לפעמים בידי אחד ההורים, בידי שני ההורים, זה נגד זה. כמובן, ההורים עצמם נפגעים, כל אחד ואחד מהם, לא משנה, גם מי שיותר אלים ואגרסיבי וגם מי שפחות אלים ואגרסיבי; וכמובן, הבית כבית, ואפילו מבחינה כלכלית המשפחה נפגעת פגיעה אנושה, משום שבדרך כלל התהליך הזה עולה המון כסף, לוקח המון זמן שבו המשפחה מוציאה עוד כסף נלווה על עוד בתים, על עוד הסדרים. ומעבר לזה שזה מכוער, זה באמת פוגע בכל אחת ואחד באופן עמוק ואנוש. ילדות וילדים שעוברים את התהליכים האלה, לוקח שנים רבות ביותר לשקם אותם, ופעמים רבות הצלקות האלה ניכרות עליהם עוד הרבה מאוד מאוד מאוד שנים אחרי. כל זה קורה משתי סיבות מרכזיות, לדעתי, וצריך להכיר בזה: אחת היא המהפכה הפמיניסטית. פעם נשים התחתנו עם גברים פשוט משום שלא הייתה להן אלטרנטיבה בשביל להתפרנס ולהתקיים. הן עברו מחסות האב לחסות הבעל, וזאת הייתה הדרך היחידה שלהן לקבל בית, הגנה וקיום בסיסי. תמורת זה הן סיפקו שירותי הולדה, שירותי מין, תחזוקת הבית וכו' וכו'. זאת הייתה היחידה: הבעל סיפק את החלק הכלכלי המוכר, זה שסופרים אותו בכסף, והאישה סיפקה את החלק הכלכלי הלא-מוכר של עבודות הבית וגידול הילדות והילדים. גירושין בסיטואציה כזאת היו מאוד קשים לעשייה. א. בואו נזכור שעד לפני 100 שנה לנשים לא היה בכלל מעמד עצמאי בפני החוק, וודאי לכן היה קושי בכלל לטעון טענות בפני בית-משפט או כל ערכאה שעסקה בגירושין. וגם מבחינה כלכלית נשים היו במקום אחר, כי לנשים לא היו נכסים משל עצמן. ב-100 השנה האחרונות, בגדול, אפשר להגיד, נשים קיבלו זכות בחירה ולאט-לאט יצאו לעולם העבודה והשתלבו בעולם העבודה באופן דרמטי, והיום הן גם יכולות, גם רוצות, וגם צריך להגיד צריכות לצאת לעבוד, משום שאין היום במציאות הכלכלית שלנו אפשרות להתפרנס באמת ממשכורת אחת; היא צריכה להיות משכורת מאוד נדירה במקומותינו. עכשיו, יוצא שבינתיים גם קרו עוד כמה שינויים בעולם, במיוחד בישראל, אגב. צריך להגיד שהמשפטיזציה, כמו שאנחנו מכנות ומכנים אותה, השתלטה על חיינו במידה רבה מאוד, ויש רבות ורבים שיכולים להתפרנס מהתהליכים האלה של הגירושין. בקיצור, צריך להגיד שהמצב לא טוב, והצעת החוק שלנו באה לנסות ולשפר אותו באופן ניכר, לא באחוזים קטנים. אני אעשה כוכבית ואגיד מראש שהצעת החוק שלנו, של יריב לוין ושלי, איננה עוסקת במירוץ הסמכויות. אנחנו לא נכנסות ולא נכנסים כרגע להפרדה או לבעיה, שהיא קיימת. העובדה שיש בישראל רק גירושין דתיים והגט עצמו עדיין תלוי ברצונו הטוב של בית-הדין היא בעיה. אנחנו לא נכנסות אליה בהצעת החוק הזאת, משום שכל הרעיון של הצעת החוק הזאת הוא להוריד את האש, להוריד את רמת הסכסוך ולא להגביר אותו ולהגדיל גם את הסכסוך של לאיזו ערכאה ילך הזוג להסתכסך. לכן, הדבר הראשון שקורה בחוק שלנו הוא שכשזוג מחליט – זוג או אחד מבני-הזוג, אחת מבני-הזוג – להגיש בקשה לגירושין, תפיסת הסמכות, מה שנקרא בישראל, תיעשה באותו אופן. כלומר, איפה שתפתחי תיק שם יתנהל התיק. אבל זה ייפתח בהליך מקדמי, ההליך המקדמי הזה מתקיים על-ידי שתיים עד ארבע פגישות במה שנקרא יחידות הסיוע, שהיום קיימות גם ליד בית-הדין הרבני. אגב, אני אפתח סוגריים ואגיד שהצעת החוק שלנו היא פיתוח של תזכיר הצעת החוק הממשלתית, שעברה גם היא כבר בקריאה ראשונה, והיא תוצאה של עבודה של ועדה שנקראת ועדת שנהב, שישבה על המדוכה זמן רב מאוד, אבל כשהיא עשתה את העבודה עדיין לא היו קיימות יחידות הסיוע שליד בית-הדין הרבני; היו קיימות רק יחידות הסיוע שליד בתי-המשפט לענייני משפחה. עכשיו, לשמחתנו, כבר קיימות יחידות סיוע גם ליד בתי-הדין, ולכן אפשר לעשות את ההליך הזה בלי להיכנס לסוגיית מירוץ הסמכויות. אני אגיד בתחילת הדברים נתון שבאמת מאוד חשוב לדעת. יש כבר מחקר אקדמי לגבי יחידות הסיוע האלה שנמצאות ליד בתי-המשפט לענייני משפחה, והמסקנות מהמחקרים האלה מראות בצורה חד-משמעית ומובהקת שבכל מקרה שהועבר לטיפולן של יחידות הסיוע, מתבצע שם תהליך שהוא התהליך שאנחנו מציעות בהצעת החוק, כלומר תהליך שמאפשר לצדדים לבחור בדרך אחרת שאיננה דרך של התכתשות משפטית או של מאבק משפטי, אלא דרך של גישור או גירושין בשיתוף פעולה או טיפול משפחתי או כל אחד מהדברים האלה או אולי שילובים שונים שלהם; שכל המקרים שהגיעו לטיפולן של יחידות הסיוע נגמרו בתוצאות טובות בהרבה ממה שאפשר היה לצפות. יצוין שחלק ניכר מהמקרים שמגיעים לטיפולן של יחידות הסיוע הם מלכתחילה מקרים קשים, בעייתיים ואלימים יותר מהממוצע, ולמרות זאת תוצאות הטיפול בהם כל כך טובות. לכן, מה שאנחנו מציעות הוא הדבר הבא: ייפתח תיק, או בבית-הדין הרבני או בבית-המשפט לענייני משפחה, בהליך מקדמי שבו יוזמנו בני-הזוג ללא מייצגים, ללא מי מטעמם; הם יצטרכו לבוא בעצמם, וזה כמו זימון לבית-משפט. הם יצטרכו לבוא בעצמם לשתיים עד ארבע פגישות שנקראות פגישות מהו""ת, ובהן יינתנו להם כל האפשרויות שעומדות לפניהם חוץ מאשר מאבק משפטי, והתוצאות שיכולות להיות שם, או יותר נכון גם המצב החוקי של מה פועל לרעתו ומה פועל לטובתו של כל אחד מהצדדים. זה ייעשה על-ידי אנשי טיפול, אנשי ייעוץ משפטי, ובמקביל ייעשה בעצם מעין אבחון, כך שאנשי המקצוע ונשות המקצוע של יחידת הסיוע יוכלו להציע לזוג מה הדרך הטובה ביותר, לפי מה שמתרשמים ומתרשמות מהם ומהרצונות שלהם. צריך להגיד – שוב, אני עושה כוכבית – שבמקרה שביחידת הסיוע מתרשמות שיש מקרה של אלימות קשה, במקרה שהן מתרשמות שיש מצב של באמת כאסח שאין מה לעשות ואי-אפשר לגשר עליו, ליחידת הסיוע יש סמכות להפנות את המקרה ישר לבית-המשפט בלי לעבור את התהליך הזה. אחרי הפגישות ביחידת הסיוע הזוג ילך לחשוב כמה שיחשוב, והכול פה תחום בזמנים, והזוג צריך להסכים לתהליך יישוב הסכסוכים. חשוב לי להדגיש כאן, לכל אלה שחוששים מזה שיכריחו אותם, יכפו עליהם לעבור איזה תהליך גישור או איזה תהליך טיפול: אין חיה כזאת. אי-אפשר לכפות על אף אחד ואף אחת תהליך גישורי, תהליך שדורש שיתוף פעולה במהותו. לכן זה תלוי-הסכמה בהכרח. מניסיוננו ומהבנתנו, הסיכוי שתהיה הסכמה כזאת הוא סיכוי גבוה – מה שעשוי באמת להביא לתהליך קצר יותר, וכאן אני שמה באמת קו עבה מתחת למילים ""קצר יותר"". הרבה גברים, בעיקר, אני חייבת להגיד, ששמעו על הצעת החוק שלי, נבהלו ואמרו לי: אני רוצה להתגרש; אז מה, עכשיו את מכריחה אותי לבזבז זמן על תהליכים מיותרים? ובכן, לא. אתה רוצה להתגרש, ואני אומרת לך: זו הדרך הקצרה והיעילה יותר והבריאה יותר וממנה יצאו כולם וכולן במצב טוב יותר ואולי אף בריא יותר מזה שנכנסתם אליו, או ודאי טוב יותר מזה שהייתן מגיעות אליו אילו הייתן מתכתשות בבית-המשפט. זאת בתמצית הצעת החוק והרציונל שעומד מאחוריה. רק להגיד, בבקשה, תודות. קודם כול, חברים וחברות יקרים, פרופסורים ופרופסוריות ועורכות-דין רבות שייעצו לנו בעניין זה, אבל בעיקר ומעל לכול עורכת-הדין מיכל פיין מעמותת ""להתגרש בשלום"", שבאמת עשתה ימים ולילות על ההצעה המאוד-מורכבת והמאוד מאוד טובה הזאת. תודה על תמיכתכם.",5,
285418,2014-07-28,נישואים_אזרחיים,"תודה, אדוני. אני רוצה לברך על הצעת החוק הממשלתית הזאת, שנכתבה בעקבות דוח של ועדה, שנקראת ועדת שנהב. העיקרון שלה הוא עיקרון מאוד מאוד מצוין, כמו שהסביר פה השר עוזי לנדאו באריכות. הרעיון הוא – מה שלא נכלל, ולא יעבור בגלל ההצעה הזאת: זה לא מבטל את מירוץ הסמכויות, מה שנקרא היום במקומותינו ""מירוץ הסמכויות"", אבל בא לסייע לבני-זוג שרוצות, רוצים, להתגרש, לעשות את זה, או לפחות לתת את התנאים המקסימליים בשביל לעשות את זה בדרכי שלום ולא במלחמת עולם ובמרחץ דמים כמו שקורה היום יותר ויותר, בצורה שפוגעת גם בבני-הזוג, גם בילדות ובילדים, וצריך להגיד – גם בכלכלה של המשפחה, בצורה קשה מאוד ולאורך שנים רבות. הצעת החוק הזאת נותנת את המסגרת לעשות את זה. כאמור, היא נותנת את העיקרון, והיא נותנת קווים כלליים שבהם אפשר וצריך לעשות את זה. לשמחתי, העברנו כאן ביום רביעי את הצעת החוק של חבר הכנסת יריב לוין ושלי, שיורדת באמת לתוך-תוכי התהליך וקובעת את הנהלים הפרטיקולריים שדרכם אנחנו נעשה את זה, וגם מתעכבת על כל הקשיים – ויש קשיים שעולים כאן, כל מיני חששות שעולים: האם זה יעכב את ההליך? האם זה יעלה יותר כסף? מה יקרה בינתיים לזכויות שלי? מה יקרה כשצריך להגן על מי שזקוקה אולי להגנה? מה יקרה במקרים של אלימות? יש הרבה מאוד דברים שצריך באמת לתת עליהם את הדעת ולהתייחס אליהם, והצעת החוק שלנו עושה את זה באמת עד התו והתג האחרון. לשמחתי, היא תוצמד להצעה זאת, יחד עם הצעות של חברת הכנסת שולי מועלם וחברת הכנסת עליזה לביא, שהוגשו בעניין הזה, ובלי שום ספק, בעבודה המשותפת בוועדה הן תשפרנה בצורה דרמטית את האופן שבו גירושין מתנהלים היום במדינת ישראל. שוב אני אומרת, אנחנו לא נכנסות למירוץ הסמכויות, לא כי אני מקבלת שיש היגיון באופן שבו נישואין וגירושין מתנהלים מהבחינה הזאת היום במדינת ישראל, אלא משום שבבואנו לרצות באמת להפחית את המריבות, להפחית את הלחץ, להפחית את הנושאים שעליהם יש סיבה להתנגש, לריב ולהקיז דם, האחד נגד השני, האחת נגד השנייה, האחת נגד השני, אסור להיכנס למקום הזה. אין בכך כדי להגיד שאנחנו מקבלות את ההיגיון שבישראל יש אך ורק נישואין דתיים אפשריים, ולא כמו שצריך להיות במדינה מערבית מתוקנת ודמוקרטית – נישואין אזרחיים. בקיצור, לסיכום, אדוני, אני מברכת על ההצעה, אני קוראת לחברותי ולחברי כמובן להצביע בעדה, ואני בטוחה שכשבמושב הבא נביא את ההצעה אחרי שעבדנו עליה בוועדה, היא תהיה טובה עוד יותר, ותביא עתיד טוב יותר להרבה מאוד נשים, גברים, ילדות וילדים במדינת ישראל. תודה רבה.",6,
290371,2015-07-06,נישואים_אזרחיים,"זה בדיוק התפקיד של המדינה.

אדוני היושב-ראש, תודה רבה, חברי וחברותי חברות הכנסת, יש משהו בעייתי ולא ראוי בזה שאנחנו עומדות ועומדים פה בשעה 02:40, לפנות בוקר, ודנות ודנים בנושא הזה, שאפשר לשמוע מהדוברות והדוברים כמה הוא באמת בנפשנו. אנחנו, העגלה הריקה שלכם, שחלקכם עדיין מחשיבים אותנו כאילו זה לא עסק שלנו, כאילו זה לא נוגע לנו, כאילו אין לנו say, כאילו בכלל אין לנו זכות להתערב בהגדרות האלה שאתם חושבים שיש לכם בעלות עליהן, שאתם תודיעו לנו מיהו יהודי, מיהי יהודייה, איך את נהיית יהודייה ואיך אתה נהיה יהודי, ולנו כאילו אין כאן דריסת רגל. ואפשר לשמוע באמת מהמיית הלב, מדם לבּן של המדברות והמדברים, עד כמה זה בנפשנו לא פחות ממה שזה בנפשכם, חברים יקרים שלי. אני רוצה להגיד שאנחנו עומדים כאן ובאמת זועקות וזועקים כאילו מי יודעת מה, איזה רפורמה אדירה בגיור התהפכה. אפשר לחשוב – מי שתשמע אותנו פה עומדות ומתלוננות תחשוב שהייתה פה איזו רפורמה אדירה ונפתח הגיור לכל הזרמים בעם ישראל, ונהיה פתח לכל היהודיות והיהודים בגולה להיות מסוגלות ומסוגלים לבוא לחיות כאן ולהיות מוכרות על-ידי המוסדות שלא מאפשרים כאן להתחתן, שלא מאפשרים כאן להתגרש. בסך הכול, מלכתחילה, רפורמת הגיור הזאת הייתה קטנטנה, ממש קטנטנה. ובכל מקרה, מה היא עשתה? היא הרשתה לעוד כמה רבנים אורתודוקסים לגייר לפי ההלכה האורתודוקסית בלבד.

כאלה שהוכשרו על-ידי הרבנות הראשית, שיש לה מונופול וחושבת – זה שיש לה מונופול על-ידי המדינה בגלל החוק – בעיה מצד אחד – אבל היא חושבת שיש לה מונופול אמיתי; היא חושבת שהקדוש-ברוך-הוא, או הקדוש-ברוך-היא, לצורך העניין, השכינה או אלוקים, נתנה לרבנות את המונופול הזה. ולא כן היא. אני לא יודעת איך לספר לכם, חברות וחברים, כמה מהקריטריונים שלפיהם אתם מנהלים היום את מה שאתם קוראים יהדות לא באים אפילו מדאורייתא שאתם מחשיבים דאורייתא; כמה מהקריטריונים האלה מומצאים אלף פעם בדרך, ולא בטוח – לא בטוח שהרבה דורות בדרך היו מחשיבים אותם כיהדות, אפילו לא בדרך שאתם הולכים בה. המקום שבו אתם עצרתם, שבו אתם מתחתם את הקו ואמרתם: עד כאן זה יהדות ומכאן זה לא יהדות, זה קו לא לגיטימי. הוא בטח לא לגיטימי כשהוא בא לחול על כל בני ובנות עם ישראל, גם במדינת ישראל וגם מחוץ למדינת ישראל. צריך להגיד, חברות וחברים, שבהקשר הזה, של רפורמת הגיור שמבוטלת, יכול להיות שמעז יצא מתוק. משום שצריך בהקשר הזה להיות כל כך קיצוני וכל כך מופרך בשביל שיום אחד זה ייפתח, כדי שיום אחד באמת כולנו נוכל להיות יהודיות ויהודים, לא בהכרח לפי הסרגל שלכם. תודה רבה.

יאיר לפיד – – – קואליציה, מה תגיד אתה?",8,
294944,2015-12-21,נישואים_אזרחיים,"תודה רבה, אדוני היושב-ראש, אני רוצה לברך מאוד על התיקון החשוב, המצוין והטוב-מאוד הזה, ואני רוצה להודות לחברי חבר הכנסת בני בגין, שניהל את ההכנה לדיון הזה, החליף את יושב-ראש ועדת החוקה ניסן סלומינסקי וניהל ביד רמה דיון של ארבע שעות בוועדת החוקה. זה תיקון חשוב ועקרוני, ואני רוצה לדבר על חלק קטן ממנו, שעשוי להיראות שולי אבל הוא מאוד מאוד דרמטי. הפרק על מי כשר להעיד הוא חלק מהחומר למבחן ההסמכה של לשכת עורכות ועורכי-הדין. עד עכשיו מי שנמצא ממש בפתח המקצוע, במשוכה האחרונה, ודאי למדה או למד, אם זה לא התגלה להם קודם בחיים, שבני-זוג ובנות-זוג מאותו המין לא זכאים לאותן הגנות כמו בני-זוג סטרייטים; הם פשוט לא שוות ושווים. כשבני-זוג לא כשרים להעיד זה נגד זה, הם רק בני-זוג ובנות-זוג סטרייטים ובמקרה הזה הייתה גם דרישה לנשואות ונשואים. התיקון הזה משנה את המצב, מפרק עוד לבנה מהחומה של חוסר השוויון, מפרק עוד לבנה מההתייחסות לנישואין כדת משה וישראל כאל האלטרנטיבה היחידה לקיום משפחתי ולקיום זוגי במדינת ישראל. החוק הישראלי צריך לתת זכויות שוות לכל בני-הזוג ובנות-הזוג – מאותו המין, שלא מאותו המין, נשואות ככה, נשואים אחרת – והתיקון הזה היום עושה צעד חשוב בכיוון הנכון. תודה רבה.",10,
295574,2016-01-04,נישואים_אזרחיים,"תודה, גברתי היושבת-ראש, אני רק רוצה להגיד שההצבעה שתתקיים עכשיו, אנחנו נתמוך בה, משום שהמצב הקיים הוא מצב שערורייתי, שאסור שיקרה במדינת ישראל. החוק הזה הוא למעשה בתוקף היום, הוא בתוקף כבר מאמצע ספטמבר, והוא לא מיושם. זה מצב שאנחנו, בתור כנסת, לא יכולות ולא יכולים לשאת – שיש חוק שהכנסת העבירה, נתנה תשעה חודשים לממשלה להיערך אליו, והממשלה כשלה כישלון חרוץ בזה. אגב, לא נעים להגיד, הרבה מפני שהיא פשוט לא מתפקדת. חוק שהוא חוק ממשלתי, שיש לי הזכות שהחוק שלי ושל שולי מועלם ושל עליזה לביא מוצמד אליו, דבר שיהיה בבחינת הצלת נפשות לזוגות מתגרשים, למשפחות, לילדות וילדים, והממשלה, פשוט באיזו אוזלת יד, חוסר אונים, ובאמת – בואו נעביר עוד כמה סמכויות ממשרד למשרד בשביל לשפר את התפקוד של הממשלה. אז עכשיו אנחנו נצביע על דחיית תחילת החוק בעוד כמה חודשים. יש הבטחה של המשרדים, כמו שאמר חברי יושב-ראש ועדת החוקה מר סלומינסקי, שייכנס לתוקף ביולי 2016, ובואו כולנו נחזיק אצבעות שהממשלה תעשה את העבודה שלה. תודה רבה.",8,
