Id,Date,Topic,Text,Rank,Reasoning
1624125,2020-04-30,התיישבות,"חד-משמעית, פתאום. ולא רק זה, הם גם רוצים שנחזיר את הכספים בתוך 30 יום – הם, אותם אנשים שחיים להם שם במגדלי השן, לא יודעים בכלל מה זה דרום תל אביב, לא יודעים בכלל מה זה שכונות העוני, בזמן שבעשור האחרון אנחנו רואים שהתיישבויות מפונות, מוקפאות, כל מיני מחבלים למיניהם מקבלים זכויות, מצליחים לעתור, הם מחליטים עבורם איזה חדר בבית שלהם כן ייהרס אחרי שהם רצחו יהודים או לא ייהרס. גם היום, למשל, עוד חדשה אחת באמת מרעננת לכל המסע הזה: בג""ץ מקפיא את מינויו של דן אלדד, ממלא מקום פרקליט המדינה. וכבר אף אחד לא מופתע, כי למה להיות מופתעים? למה? הרי יש פה מי שמנהל בפועל, תרתי משמע, את המדינה, וזה לא אנחנו – –",1,
1632491,2020-06-23,התיישבות,"אדוני היושב-ראש, חבריי חברי הכנסת, לפני שבוע בערך שודרה בערוץ 13 כתבה באמת מקוממת ודי בלתי נתפסת לישראל של 2020, של היום, שאנחנו מכירים. חברי קיבוץ ניר דוד השתלטו בעצם הלכה למעשה על נחל האסי, ומונעים מתושבי בית שאן ליהנות ממשאב ציבורי ששייך לכולם, לכולנו, לכל אזרחי מדינת ישראל. מאבק הגבולות בין קיבוץ מעגן מיכאל לג'יסר א-זרקא הוא עוד דוגמה – אגב, יש עוד כמה כאלה – לקיבוץ שגוזל את האדמות של תושבי ג'יסר, במקרה הזה, וממשיך להתרחב על חשבונם. חשוב להבהיר שבישראל של 2020 הגיע הזמן לצדק חלוקתי, והוא הגיע מזמן, במיוחד כאשר מדובר במשאבי טבע ואדמות מדינה, ולא בקניין פרטי. משום שלא מדובר במקרה בודד, כמו שהזכרתי, אלא קיבוצים נוספים פועלים כדי להשתלט על שטחים רבים, פניתי בנושא באופן דחוף לשר הפנים אריה דרעי. לא יכול להיות שקבוצה מצומצמת של אנשים תשתלט על שטחים ותקבע גבולות, ועוד על חשבונן של פריפריות ושל אוכלוסיות מוחלשות. ימי מפא""י חלפו מן העולם, ויש לציין שטוב שכך. מה שקורה היום מנציח מציאות מעוותת של אפליה מתמשכת שלא יכולה להימשך. אני אסיים במילותיו של מנחם בגין, זיכרונו לברכה, שהכיר לכולנו את המושג ""הבריכות של הקיבוצים"" כדי להצביע על האפליה והעושק של הקיבוצים, במיוחד מול תושבי העיירות והפריפריה, ואני מקווה מאוד ששר הפנים אריה דרעי יפעל בנושא בהקדם. תודה.",1,
1638039,2020-07-15,התיישבות,"אין בעיה, אני איצמד. אין בעיה. בעקבות מאבק מתמשך של תושבים אני פונה אליך אחרי הפנייה שלי לשר הפנים – אליך, סגן השר – לבירור אודות השתלטות הקיבוצים השונים על משאבי טבע וקיפוח תושבי הפריפריה, ובהם נחל האסי בבית שאן אל מול ההשתלטות של קיבוץ ניר דוד, ומאבק ארוך שנים שמתנהל בג'יסר א-זרקא עם קיבוץ מעגן מיכאל. רצוני לשאול: מהי מדיניות משרדך בנושא?",3,
1645353,2020-08-19,התיישבות,"חבר הכנסת קושניר, אכן הגשנו הצעת חוק לגבי צירופה של העיר אשקלון כאזור עדיפות לאומית א'. לא פופוליזם, לא דמגוגיה, כמו שאתה אוהב לצעוק; לא כל מיני שטויות שאתה פה מפיץ – אבל זה רגיל, זה בסדר. אגב, אתה לא יודע, הייעוץ המשפטי של הכנסת החזיר את הצעת החוק עם תיקונים שצריך לבצע, והם מתוקנים בתיאום מלא עם ראש העירייה. אתה אומר שדיברת איתו? גם אנחנו דיברנו איתו.",5,
1645359,2020-08-19,התיישבות,"אתה תשמור על הדקה שלי. חבר הכנסת קושניר, אנחנו פועלים יחד עם גורמים בקואליציה. הינה, חברי יושב-ראש הקואליציה מיקי זוהר, השר אלי כהן, כולם מגויסים לנושא הזה, כולל אותי, כדי להעביר את החוק הזה שייתן מענה לאשקלון. כל מי שעושה את זה פה זה מתוך תחושת הזדהות – –",8,
1647536,2020-09-09,התיישבות,"מה שקורה כאן זה שאתם חושבים שאתם יכולים לגזול את המדינה הזאת ככה, מתחת לאצבעות שלנו, ואנחנו נשב בשקט. אז זה לא יקרה – –",10,
1647550,2020-09-09,התיישבות,ישראל השנייה התעוררה. ולנו מותר גם להציב גבולות משלנו.,9,
1647556,2020-09-09,התיישבות,"– – מפורשות, שבו נקבע מפורשות כי הגברת בנתה ללא היתר – –",1,
1652344,2020-10-15,התיישבות,"אדוני היושב-ראש, חבריי חברי הכנסת המעטים שנמצאים פה, כולם מכירים את המשפט ""אין חכם כבעל ניסיון"". אני נוטה בדרך כלל להסכים עם המשפט הזה, במיוחד לאור העובדה שיש פה אנשים במשכן המכובד הזה שהם הרבה יותר רמי מעלה ובעלי הרבה יותר ניסיון ממני. אבל לפעמים – והלפעמים הזה קורה די הרבה פעמים בתקופה האחרונה – המשפט הזה מתרסק אל מול המציאות, במיוחד כשהשמאל פוגש את המציאות האמיתית ולא את עולם הלה-לה-לנד שהוא חי בו, ויש לציין, גם די נהנה לחיות בו. אז אני אגיד, ואתם תנחשו מיהו הפוליטיקאי עם הניסיון המצטבר של עשרות שנים בכנסת – כולם אנשים שהיו שרי חוץ או יושבי-ראש מפלגות ואפילו בעלי תפקידים הרבה יותר רמי מעלה מאלה, ועדיין אמרו את המשפטים האלו שאני הולכת להגיד עכשיו, שהיום נראים כל כך מגוחכים, שלא לומר פתטיים. הימין מוביל את ישראל לבידוד, אמר הסטנדאפיסט והטאלנט שחורש את האולפנים בימים אלו, אהוד ברק; נתניהו נמצא בכזה בידוד מדיני שהוא לא מצליח להתניע את התהליך, אמר יושב-ראש האופוזיציה יאיר לפיד; יש איום בידוד על ישראל, מי שאומר אחרת משקר, אמרה מי שרצתה להיות ראשת ממשלה, ומה לעשות, לא הצליחה – ציפי לבני; אין לממשלה מדיניות חוץ, זו הפקרות מוחלטת, אמר מי שרוצה עדיין, בתקוות שווא, להיות פה ראש ממשלה – ליברמן; וככה, לקינוח: נתניהו מציג עמדה מדינית קיצונית והרסנית שחותרת לבודד את ישראל מן העולם, אמרה הדמות שמייצגת ניתוק מהמציאות – זהבה גלאון. כל אותם פוליטיקאים צריכים היום להרכין ראש, ואולי ברוח התקופה גם להכניס את עצמם לבידוד ולא להיראות בציבור למשך תקופה ארוכה, הייתי אומרת. שוב כשלתם בתחזיות שלכם. שוב הוכחתם שאין לכם מושג איך מנהלים מדיניות חוץ, ובעיקר בעיקר, שוב הוכחתם את אפסיותכם. בעצם, אולי במקום אותו בידוד שהצעתי פשוט תשלחו מכתב, מכתב פשוט, קטן, קצר, מכתב תודה לראש הממשלה בנימין נתניהו על חתימת הסכם שלום מזהיר; שלום שיביא לפריחה כלכלית וצמיחה, וכל זה בלי לוותר על גרגר של אדמה מארץ ישראל הקדושה. בל נשכח, חברים יקרים, שבמקביל להסכם השלום ההיסטורי שאנחנו מצביעים עליו היום אנחנו ניצבים מול מגפת הקורונה – משבר עולמי, כלכלי, נפשי ובריאותי חסר תקדים. ואני אומרת לאותם אנשים שציטטתי ממש עכשיו, ולחברים שלהם בשמאל: שבו בשקט. ראינו מה שוות התחזיות שלכם, והן לא שוות הרבה, וזאת בלשון המעטה. תנו לנו להמשיך לעבוד בכל הכוח, תנו לנו למגר את המגפה, להצמיח מחדש את הכלכלה. תנו לנו להמשיך ולהעצים בצורה בלתי רגילה את מדיניות החוץ ולאחד את החברה הישראלית ברגעים כאלה של משבר. כי מה שאתם עושים זה רק מפריעים, משסים ומפלגים. אז ל""מחנה השלום"", במירכאות כפולות ומכופלות, אני אומרת: די למלחמה, כן לשלום. שלום מתוך עוצמה, שלום תמורת שלום. תודה רבה.",10,
1653003,2020-10-20,התיישבות,"אדוני היושב-ראש, כבוד ראש הממשלה מר בנימין נתניהו, משפחת זאבי היקרה, חבריי חברי הכנסת, מכובדיי כולם, מי שמכיר אותי – אני בדרך כלל לא מדברת מן הכתב או בנאומים ארוכים. בדרך כלל מסתכלת ככה ישר בעיניים, אבל היום הזה חשוב מדי בעבורי, ולכן אני אקרא מן הכתוב. אני עומדת פה ומדברת מולכם באמת באמת ברגשות מעורבים. מצד אחד, אני נרגשת ומלאת הערכה לתרומה הענקית של גנדי, זיכרונו לברכה, למדינת ישראל, ולמורשת שלו, ולהשפעה העצומה שהייתה לו על אזרחים רבים וביניהם אני. אבל מן הצד השני אני גם כואבת את מסלול חייו, שנקטע בצורה כל כך טראגית על ידי בן עוולה, רוצח מתועב, שלא ראוי להיות בין החיים. מי יודע עוד כמה דברים היה מספיק גנדי בחייו הכה-מרשימים וכה משפיעים לולא הרצח המזעזע של המחבל שסיים את חייו. אני עוד זוכרת במדויק ולפרטי פרטים את היום העצוב שבו שמעתי על אותו רצח בלתי נתפס. הייתי רק תלמידת תיכון – שכן היום אני נציגת הצעירים – והתחילו להגיע דיווחים על מצבו של גנדי. אומנם הייתי רק בת 15, אבל אידאולוגיה ופוליטיקה כבר זרמו בעורקיי בצורה נחרצת, והייתי קשובה ונפעמת מגיל מאוד צעיר נוכח פועלו של גנדי, הן בבניית הארץ, הן בצבא, וכמובן גם כאן במליאת הכנסת. בעולם שהיה אז, ללא רשתות חברתיות, ווטסאפים ופוסטים, ההמתנה לדעת אם השמועות אכן נכונות הייתה קשה מנשוא. אני זוכרת את זה ממש כאילו זה היה אתמול. בסופו של דבר, אחרי שהגיעו החדשות הנוראיות, זה חלחל לליבי עד שלא יכולתי לשבת בכיתת בית ספרי, הדמעות זלגו, ונאלצתי לצאת מן השיעור כדי לנסות ולעכל את הבשורה. ישנו סיפור אחד על גנדי שדווקא לא זכה לתהודה ציבורית מספקת בעיניי, ולכן היום הזה הוא הזדמנות טובה לספר אותו שוב, כי הוא מסמל עד כמה גנדי תמיד הלך עם האמת שלו – משהו שאני מנסה לעשות בעצמי, תכונה שכל כך חסרה היום בינינו. ערב ההתפטרות מממשלת שרון התכנסה הנהלת מולדת, וגנדי השיב לאחד מחברי ההנהלה בדיון שהתנהל ביניהם: אני לא נולדתי שר ואני לא חייב למות שר; וכאילו בצורה מצמררת חזה את הנורא מכול – הוא נרצח כשהוא עדיין מכהן בתפקיד שר, רק שעות ספורות לפני שהתפטרותו על רקע התנגדותו להוצאת כוחות צה""ל משכונת אבו-סנינה בחברון נכנסה לתוקף. זה היה גנדי, אידאולוג בכל רמ""ח איבריו ושס""ה גידיו. אני מסתכלת על המליאה היום, וקשה לי, קשה לי להתעלם מהעובדה שכמה מסיעות הבית בחרו באופן חצוף, מזלזל ומתריס להחרים את האירוע הממלכתי שבו אנחנו נמצאים היום. מפאת הכבוד הרב שאני רוחשת ליום זה, לאיש ולמשפחתו, אני אשמור על איפוק מרבי ואשמור על כבודו של היום. אך אי-אפשר שלא לומר עד כמה זה מקומם, וכמה צביעות יש באותם אנשים שניסו להשחיר את שמו לאחר מותו כשהוא אינו יכול אפילו להגיב. אך אל תטעו, לא הצלחתם ולא תצליחו. למרות שהשרתים של מנוע החיפוש המוכר גוגל עמוסים במקרים ודוגמאות של תלונות וציטוטים אנונימיים של נשים שבאי המשכן הזה התנהלו כלפיהן בצורה לא נכונה, אנשים שכבר אינם בין החיים, ויכולתי לצטט רבים מהם היום – אני לא אעשה כך. לא אתנהל כמו התקשורת, שכהרגלה בקודש בחרה שלא להדגיש זאת ונטפלה כמובן רק לגנדי, וזאת – בל ניתמם – על שום היותו איש ימין מובהק, כפי שהיא עושה ללא מעט אנשי ימין בימינו שלנו. איש ארץ ישראל השלמה היה גנדי, ולכן אולי זה טוב שאותם אנשים צבועים לא פה. עדיף שהצביעות הזאת לא תטמא את היום הכה-ערכי הזה. ודווקא העובדה שראש הממשלה בנימין נתניהו נמצא איתנו כאן היום – זה אומר הכול. הסכמי השלום ההיסטוריים, המנהיגות האמיצה של ראש הממשלה, הובלת מדינת ישראל בביטחון בעשור האחרון – כל אלו מייצגים נאמנה את כל מה שגנדי פעל עבורו בכל שנותיו, ובעיקר בעיקר את המחויבות שלו למולדת, למדינה ולכוחות הביטחון. אני גם לא יכולה להתעלם מהעובדה שבזמן שאני מדברת, סאיב עריקאת – מבכירי הרשות הפלסטינית, כמו שהתקשורת אוהבת לכנות אותו – מטופל, ברגעים אלה ממש, בבית חולים ישראלי כאן בירושלים, עיר הקודש. כן, כן, אותו עריקאת שחגג ושמח לאחר הרצח המתועב של גנדי. אני תוהה, אני תוהה איך זאבי עצמו היה מגיב למקרה, שבו מדינת ישראל מעניקה טיפול רפואי לאדם ששמח לאחר רצח של גיבור ישראל, אלוף במילואים ופוליטיקאי בכיר. כמובן שאין לי את התשובה לכך, אבל אני רוצה להאמין בכל ליבי שהוא היה מזכיר לכולם את המשפט הידוע של חז""ל: מי שמרחם על אכזרים, סופו שיתאכזר לרחמנים. לסיום, אני רוצה לומר מילה אישית לילדיו של גנדי. ילדיו ונכדיו – השמות שלכם כל כך יפים וכל כך מרגשים, כל אחד ואחת מכם: יפתח-פלמח, בנימין, מצדה, צאלה וערבה, שמות שמבטאים בצורה העמוקה ביותר את אהבתו של אביכם לארץ ישראל. תודה לכם, תודה מקרב לב על היותכם תזכורת מתמדת לפועלו הבלתי-נשכח של אביכם היקר ולמורשתו שלעולם לא תסתיים. מכאן אני נוסעת לסיור בשומרון. כמה טוב ומנחם לדעת שבימים אלו אנשים טובים ויקרים, אנשי מולדת האמיתיים, עמלים על הקמת מרכז הנצחה בברקן, שם יוכלו תלמידי ישראל, חיילים, שוטרים, קבוצות ותיירים מכל העולם, להגיע וללמוד על מורשתו של עם ישראל, על הזכות ההיסטורית, סיפור שבטי ישראל וחזרתנו לארץ אבותינו; וגם כמובן על המורשת האמיתית שגנדי היקר הנחיל לנו. המורשת הזאת חיה ונושמת. שלא יהיה לאף אחד ספק, היא תמשיך לנשום, בעזרת השם, גם הרבה אחרי מותו של גיבור ישראל רחבעם זאבי. יהי זכרו ברוך. תודה.",10,
