Id,Date,Topic,Text,Rank,Reasoning
122601,1999-06-22,הצעות לסדר-היום: האירועים בעיר לוד,"כשמדובר בערבים, זו סכנת חיים.

בשום מדינה בעולם לא הורסים בתים.",1,
123329,1999-07-13,הצעות לסדר-היום: פגישותיו של ראש הממשלה אהוד ברק עם מנהיגי האזור,"חבר הכנסת סילבן שלום - - -

חבר הכנסת סילבן שלום, לא יכולת להגיד שמדינה פלסטינית כבר קמה? איפה - - -?

אדוני היושב-ראש, אדוני השר, חברי חברי הכנסת, אני, בניגוד לחבר הכנסת סילבן שלום, רוצה לברך את ראש הממשלה על מסע הדילוגים שלו. אחרי שלוש שנים מבוזבזות של חשדנות ואי-אמון, הגיע הזמן למסע דילוגים בוני אמון. הייתי אומרת, שנוצר מומנטום. נוצרה ציפייה למשא-ומתן אינטנסיבי, שצריך, לטעמי, להתנהל בשני מסלולים מקבילים: במסלול הפלסטיני ובמסלול הסורי-הלבנוני. קראתי בעיתון, או כך דווח, שערפאת, כמו מובארק, הסכים לתת לראש הממשלה ארכה של חודשיים עד לגיבוש המדיניות הישראלית. עכשיו אני לא רוצה להיכנס בדברי לשאלה איך ייושם הסכם-וואי, והאם תשלים ישראל את הפעימות השנייה והשלישית כפי שסוכם, או שהפעימה השלישית תתבצע בסמוך לתחילת השיחות על הסדרי הקבע. כל עוד הדבר ייעשה בהסכמה, בהבנה ומתוך נכונות של שני הצדדים - אני לא רוצה להיכנס לזה. אבל, מה שכן חשוב לי לציין הוא, שבחודשיים האלה ראש הממשלה צריך, במקביל לגיבוש המהלכים המדיניים, לעצור מייד כל בנייה בהתנחלויות ולפרק את המאחזים שנבנו וגדלו בשנה האחרונה משישה ל-42 בתקופת הממשלה הקודמת. אין דבר כזה יותר: הרחבת התנחלויות. היום שמעתי, שבעקבות הפגישה של אנשי יש""ע עם ראש הממשלה דובר על תיאום בניית מאחזים. זה בלשון המתנחלים - מהיום. אני קוראת לראש הממשלה, רבותי השרים, לבטל את הדבר הזה. מדיניות המערב הפרוע בהתנחלויות בתקופת הממשלה הזאת חייבת להיפסק. אדוני שר החוץ, שמעתי בימים האחרונים שאתה עושה ניסיונות גדולים - אתה וחברי הממשלה - כדי לבטל את ועידת המדינות החתומות על אמנת ז'נבה הרביעית, שאמורה להתכנס בשווייץ - נדמה לי מחרתיים - כדי לדון בהפרות הישראליות של זכויות האדם בשטחים. שמעתי גם את ההתבטאות של היועץ המשפטי לממשלה, מר אליקים רובינשטיין, שהביע דאגה שבוועידה הזאת יעלו נושאים כמו מדיניות המעצרים המינהליים, הסגר, העוצר, חקירות השב""כ, ההתנחלויות, ומר רובינשטיין - - -

אני מייד מסיימת. - - - ומר רובינשטיין הביע חשש, שהקהילה הבין-לאומית עלולה לאכוף את דיני המלחמה נגד ישראל. אדוני השר, במקום לעסוק במאמצים לביטול הוועידה, הייתי אומרת שכדאי לעסוק במאמצים לביטול הפרות זכויות האדם בשטחים. אי-אפשר לדבר בנשימה אחת על שלום ובאותה עת להמשיך להטיל סגר, להחרים תעודות זהות. אני רוצה להציע שתי הצעות קצרות, ברשותך, אדוני היושב-ראש. לטעמי, יש שני נושאים שאם תעסקו בהם עכשיו, או אם תפסיקו אותם עכשיו, זה ייצור רושם בציבור הישראלי, ובעיקר בציבור הפלסטיני. הנושא הראשון - להפסיק מייד את מדיניות הריסות הבתים. להפסיק אותה מייד. גם נתניהו, בהסכם-וואי, הסכים להפסיק את ביצוע הריסות הבתים שנבנו עד הסכם-וואי. והנושא השני - ובזה אני מסיימת - להפסיק מייד את המעצרים המינהליים. בשבוע שעבר ביקרתי את אוסאמה ברהם בכלא. עציר מינהלי במדינת ישראל, שש שנים ללא משפט. אני חושבת, שאם מדברים על צעדים בוני אמון ועל בניית תהליך שלום, יהיה זה צעד קטן בכיוון תהליך השלום. שחררו את אוסאמה ברהם מכלאו. תודה רבה.",1,"The speech strongly opposes settlement expansion and calls for an immediate halt to settlement activities, indicating a clear rejection of the settlement policy."
123472,1999-07-14,הצעות לסדר-היום: דברי השר חיים רמון בעניין הבנייה בירושלים,"אדוני היושב-ראש, אדוני השר, לצערי נאלצת להיתלות באילן גבוה, בראש הממשלה לשעבר. זו שאלה של השקפה. אני חושבת, שהתבונה מחייבת להפסיק את הבנייה גם בראס-אל-עמוד, ולהקפיא את הבנייה בהר-חומה. חברי הכנסת חנן פורת, פרוש וגדעון עזרא, אני חושבת שאתם צריכים להבין שיש ממשלה חדשה, שחותרת לשלום. חתירה לשלום משמעה הפסקת החיכוך, הפסקת הפקעת קרקעות.

עוד משפט אחד: אם יש לכם שאיפות טריטוריאליות, יש מספיק מרחב במערב-ירושלים. תנו לפלסטינים במזרח-ירושלים לחיות בלי שתשבו להם בלב הגרון.",2,
124606,1999-09-08,הודעת ראש הממשלה על המזכר שנחתם בשארם-אל-שיח',"אדוני היושב-ראש, אדוני השר, חברי חברי הכנסת, אני רוצה לפתוח בברכות לראש הממשלה על הסכם שארם-אל-שיח', הייתי אומרת הסכם-וואי המשופר, ואני מאוד מקווה, שכפי שראש הממשלה הבטיח, הוא יגיע במאמץ לקראת הסדר הקבע לקראת סוף השנה הבאה.

חבר הכנסת אלון, אני תיכף מגיעה אליך. תיכף תראה למה אני מגיעה אליך. אני יודעת שלקראת הסדר הקבע יהיו כמה וכמה בעיות, כמו עניין ירושלים, כמו עניין הפליטים, אבל בגללך אני בוחרת להתמקד בעניין אחד, שבעיני מסמל את המירע שבכיבוש, ואני מדברת על ההתנחלויות. לא יהיה אפשר לדבר על הסדר הקבע ולהשאיר את ההתנחלויות על כנן.

אני אסביר. אני לא הפרעתי לך, חבר הכנסת לנדאו. תאמין לי שתשמע ממני. נכון שראש הממשלה דיבר אתמול והיום - הייתי אומרת קצת בפתוס, קצת בכאב, וציין שהמתנחלים הגיעו לשם בעידודן של ממשלות קודמות בישראל. אני רק לא חושבת שהממשלה הזאת, שאנחנו חברים בה, יכולה לדבר על הפשרת הקיפאון בינינו לבין הפלסטינים ולאשר הקמת מאחזים או להכשיר מאחזים שנבנו בימי הממשלה הקודמת. אי-אפשר לדבר על שלום עם הפלסטינים ולהגיד שההתנחלויות תישארנה על כנן. סגן השר נסים דהן הביע קודם דאגה לגבי דרכי הגישה לאותם מקומות. אני אומרת, במקום למצוא פתרונות ואותן דרכי גישה, במקום לסלול עוד כבישים עוקפים, הרבה יותר פשוט, למשל, לפנות את כדים וגנים. אין להם מה לחפש שם. גם לקדומים אין מה להיות תקועה איפה שהיא תקועה.

אני מסכימה אתך, חבר הכנסת לנדאו. אני חושבת, שאם יש מתנחלים שמוכנים לגור תחת ריבונות פלסטינית, שיבושם להם, אין לי התנגדות. שיבושם להם. כרגע מי שחושב שיוכל להחזיר לידי הפלסטינים - - -

תרשה לי. תאמין לי שבסוף דברי תקבל תשובות על הכול. מי שחושב שאפשר להגיד לפלסטינים: תסתפקו בכ=%54 מהשטח ויישארו גושי התנחלויות, טועה. זו הצעה לא סבירה, זו הצעה לא מעשית. זה פשוט לא יהיה. אי-אפשר לדבר על שלום. אתם משתמשים באיזו רטוריקה כאילו אתם נמצאים עוד במאה הקודמת. אני לא מבינה על מה אתם מלינים. שמעתם כאן קודם את יושב-ראש הליכוד החדש, אריק שרון. אתם חתמתם על הסכם-וואי, אז מה הטענה?

אני גם מודה לך, סגן יושב-ראש הכנסת.

אוי, איזו השוואה דמגוגית.

אני יכולה להבין שיש מי שמתייחס להתנחלויות כאל מפעל חיים שקורס לנגד העיניים. אני בהחלט יכולה להבין את זה. אנשים חיים שם הרבה מאוד שנים. לכן אני מצפה מהממשלה הזאת שאנחנו חברים בה, שתתחיל לארגן מערך של פיצויים לאותם אנשים שרוצים לעזוב - אל תפריע לי, חבר הכנסת לנדאו, אני רואה אותך מתחיל - אני חושבת שיש כאלה שרוצים לעזוב, ואתה מייצג - אומנם אתה לא גר בהתנחלויות אבל הדברים שלך מייצגים איזה מיעוט שמנהל קרב מאסף. מה שאתה עושה עכשיו זה לנהל קרב מאסף, חבר הכנסת לנדאו.

חבר הכנסת לנדאו, אתה מוכן להבין שתם עידן ארץ-ישראל השלמה?

אני חושבת, שחברי הימין, או הליכוד בעיקר, מוכרחים להבין, שתם עידן ארץ-ישראל השלמה והיתה כאן פריצת דרך. אני לא מבינה על מה הצביעות. אתם הייתם מוכנים להיכנס לממשלה כשידעתם שהסכם-וואי זה הדבר הראשון שהממשלה הולכת ליישם, והייתם מוכנים על הבסיס הזה להיכנס לממשלה. אז היום אתם מתנגדים להסכם הזה? מעניין.

תספר גם מה אני אמרתי לך.",1,
125594,1999-10-18,"הצעה לסדר פינוי המאחזים; כוונתו של ראש הממשלה לפרק את המאחזים ביהודה ובשומרון, המהווה, כשלב ראשון, פגיעה בהתיישבות כולה","אדוני היושב-ראש, אדוני השר, לפני שאני מתייחסת לנושא שבגינו הייתי אמורה לדבר - פינוי המאחזים - אני חייבת להודות, שיש לי תחושה קשה של אי-נוחות, בעיקר אחרי הדברים של קודמי כאן מעל הדוכן. אני לא מכירה את השיטה - - -

חבר הכנסת טל, הכול במסגרת עשר הדקות. אני לא מבינה את השיטה. אני מפתח-תקווה, קוראים לזה אצלנו: גם קרחת וגם תלתלים - גם להיות בקואליציה, גם לנסות ליהנות ממנעמי הקואליציה וגם לשקול אחר כך להצביע אי-אמון, תלוי איך יוסי שריד יתנהג.

לא, אל תענה לי, אני לא הפרעתי לך. הייתי אומרת, שהצעת האי-אמון של הימין, של הליכוד והאיחוד הלאומי, נגד הממשלה, זו הצעה חסרת אחריות. למה היא חסרת אחריות? אתם חושבים שאני מרוצה ממנה? אני ממש לא מרוצה ממנה. מצד אחד בהחלט אני רוצה לברך את ראש הממשלה אהוד ברק, שהחליט שהוא עושה מעשה ומפנים מאחזים. להגיד לך שאני מרוצה שמפנים רק כמה מאחזים? אני אפילו כבר לא יכולה לספור כמה מאחזים - יש 42 מאחזים לא חוקיים. לטעמי, לשיטתי, היה צריך להקפיא אותם, היה צריך לפנות אותם, אבל זו ההחלטה שראש הממשלה קיבל.

חבר הכנסת יושב-ראש ועדת העבודה והרווחה טל, יכול להיות שנשקול לפנות אותך מתפקידך.

חבר הכנסת טל, אתה החלטת להפוך אותנו, אולי אותי, לשק החבטות שלכם. את השר שריד - בטוח.

אני רוצה להגיד משהו בעניין המאחזים.

חבר הכנסת טל, אני בטוחה שתסכים אתי, שהקמת המאחזים נועדה ליצור רצף טריטוריאלי בין ההתנחלויות, מתוך מטרה אסטרטגית לטרפד כל תהליך של שלום, מתוך מטרה לשים מקלות בגלגלי השלום. אנחנו מכירים את אלה שכבשו עוד שטח ועוד שטח. הם התחילו פה בקרוון, מתוך איזו תפיסה, על-פי ניסיון קודם שהיה להם עם ממשלות קודמות, שאחר כך אפשר להכשיר את הקרקע. ראינו מה עשו העוזרים של שרי הביטחון הקודמים. שמעתי כאן את הדיבורים של חבר הכנסת זאבי ושל חבר הכנסת מיקי איתן ואחרים. אני חושבת שהרטוריקה של ""ארץ-ישראל כולה שלי"" שייכת לסדר-היום הקודם. לא הפנימו שקרה כאן משהו. לא הפנימו שנבחרה כאן ממשלה חדשה, ממשלה שפניה לשלום, ממשלה שהלכה לבחירות והעם הכריע האם אנחנו הולכים להמשיך לחיות על החרב או אנחנו הולכים לשלום. פתאום בא מי שמנסה לטרפד את זה. אני רוצה לומר לכם, שממשלת ברק, בפינוי המאחזים - ואני אומרת שוב, הוא לא מספיק, הוא לא לטעמי - משדרת מסר ברור, שמה שהיה הוא לא שיהיה, ולא יינתן הכשר למחטפים. אני יודעת שיש מי שסבור שהעיקרון חשוב ולא מספר היישובים. חבר הכנסת שירי, אתה לא מסכים אתי?

אני מתגרה בהם? הם רוצים ללכת עם ולהרגיש בלי. אני מתגרה בהם? אני מתפלאת עליך.

חבר הכנסת טל, שינוי סדר העדיפויות הלאומי - - -

שינוי סדר העדיפויות הלאומי יכול להתקיים רק בתנאי אחד: שייקחו תקציב ממקום אחד ויעבירו אותו למקום אחר. אני נותנת לך פתרון מאין. צריך לקחת את זה מההתנחלויות וצריך לפנות את ההתנחלויות, ואת הכסף הזה, במקום לכבישים עוקפים ובמקום לבניית מאחזים צריך להפנות לקריית-מלאכי ולדימונה, ואז תדבר על שינוי סדר עדיפויות. אני יודעת שיש מי שחושב שמספיק לדבר על עיקרון ולא כל כך חשוב לדבר על מספר היישובים, מתוך איזו הבנה שאחר כך ניתן יהיה לרכז את כל המתנחלים בשניים או בשלושה גושי התיישבות. הגישה הזאת אינה לרוחי. מי שחושב שאפשר לסגת מהגדה ולהשאיר בידי הפלסטינים %54 משטחי הגדה עם גושי התנחלות, משלה את עצמו, משלה אחרים, משלה אותנו. כל רעיון ההתנחלות נועד ברבות השנים להגשים את מה שנוהגים לקרוא ""חלום ארץ-ישראל השלמה"" ולנסות לסכל כל פשרה טריטוריאלית. בבית הזה יש אנשים שעדיין לא הבינו שתם עידן ארץ-ישראל השלמה, והם עדיין מנהלים קרב מאסף. זה קרב מאסף - - -

תם עידן ארץ-ישראל השלמה - - -

חבר הכנסת טל, אתה מנהל אתי דיון?

צה""ל ומערכת הביטחון העלימו עין מהפרות חוק מצד המתנחלים ונתנו יד לקביעת עובדות לא לגיטימיות בשטח לאנשים שחדורים אמונה טוטלית בקדושת האדמה, לפנאטים שמחשיבים את עצמם כחלוצים. מי ששמע את האנשים בימים האחרונים בטלוויזיה מבין שמדובר באנשים פנאטים שגוררים את כולנו למשהו שאחר לא נדע איך לצאת ממנו. אני גם יכולה להבין, מצד אחד, שמאוד קשה לאנשים שנשלחו לשם ברבות השנים לראות את מפעל חייהם קורס לנגד עיניהם. אבל גם המתנחלים צריכים להבין, שלא נותנים פרס על התנהגות של כל דאלים גבר. ההתנחלויות מסמלות את המירע שבכיבוש. על-פי כל האמנות הבין-לאומיות, קיים איסור מוחלט על יצירת עובדות בלתי הפיכות בשטחים כבושים. כל עז כזאת שינסו להכניס עכשיו ולבנות עוד מאחז, לא תטרפד את תהליך השלום, כי לשם אנחנו הולכים. כל דיון על הסדר הקבע יצטרך להביא בחשבון, למי שלא הבין את זה, פינוי התנחלויות. אם יש מי שרוצה להישאר בטרשים של יהודה ושומרון ויש לו זיקה לאבנים ולמקומות שם ורוצה להישאר תחת ריבונות פלסטינית, שיבושם לו. אבל לא ייתכן, שממשלה שמנהלת דיון על הסדר הקבע, יש מי שמאגף אותה מאחור ומנסה ליצור עובדות בשטח. עוד משפט אחרון, אדוני היושב-ראש, ברשותך.

אני חייבת להודות, שאני מאוד מודאגת מפסקי ההלכה שאני שומעת, של רבנים כדוגמת הרב ליאור, הרב שפירא, הרב אליהו ואחרים; פסקי הלכה של רבנים שמורים לצאן מרעיתם שלא לפנות התנחלויות מרצון. אני רוצה להזהיר, אנחנו עומדים לפני יום השנה להירצחו של ראש ממשלה. אני רוצה להזהיר, יש אנשים שלא למדו שום דבר והם מכניסים את האנשים שלהם לקונפליקט - אם להיענות לצו דתי, לצו הלכתי, או להיענות להלכות בין-לאומיות. אני רוצה לנצל את ההזדמנות שאני כאן על הדוכן ולהזהיר אותם רבנים. תודה.",1,
125722,1999-10-18,"הצעות סיעות הליכוד והאיחוד הלאומי להביע אי-אמון בראש הממשלה בשל:: פינוי המאחזים; כוונתו של ראש הממשלה לפרק את המאחזים ביהודה ובשומרון,: המהווה, כשלב ראשון, פגיעה בהתיישבות כולה","אדוני היושב-ראש, אדוני השר, לפני שאני מתייחסת לנושא שבגינו הייתי אמורה לדבר – פינוי המאחזים – אני חייבת להודות, שיש לי תחושה קשה של אי-נוחות, בעיקר אחרי הדברים של קודמי כאן מעל הדוכן. אני לא מכירה את השיטה – – –

חבר הכנסת טל, הכול במסגרת עשר הדקות. אני לא מבינה את השיטה. אני מפתח-תקווה, קוראים לזה אצלנו: גם קרחת וגם תלתלים – גם להיות בקואליציה, גם לנסות ליהנות ממנעמי הקואליציה וגם לשקול אחר כך להצביע אי-אמון, תלוי איך יוסי שריד יתנהג.

לא, אל תענה לי, אני לא הפרעתי לך. הייתי אומרת, שהצעת האי-אמון של הימין, של הליכוד והאיחוד הלאומי, נגד הממשלה, זו הצעה חסרת אחריות. למה היא חסרת אחריות? אתם חושבים שאני מרוצה ממנה? אני ממש לא מרוצה ממנה. מצד אחד בהחלט אני רוצה לברך את ראש הממשלה אהוד ברק, שהחליט שהוא עושה מעשה ומפנים מאחזים. להגיד לך שאני מרוצה שמפנים רק כמה מאחזים? אני אפילו כבר לא יכולה לספור כמה מאחזים – יש 42 מאחזים לא חוקיים. לטעמי, לשיטתי, היה צריך להקפיא אותם, היה צריך לפנות אותם, אבל זו ההחלטה שראש הממשלה קיבל.

חבר הכנסת יושב-ראש ועדת העבודה והרווחה טל, יכול להיות שנשקול לפנות אותך מתפקידך.

חבר הכנסת טל, אתה החלטת להפוך אותנו, אולי אותי, לשק החבטות שלכם. את השר שריד – בטוח.

אני רוצה להגיד משהו בעניין המאחזים.

חבר הכנסת טל, אני בטוחה שתסכים אתי, שהקמת המאחזים נועדה ליצור רצף טריטוריאלי בין ההתנחלויות, מתוך מטרה אסטרטגית לטרפד כל תהליך של שלום, מתוך מטרה לשים מקלות בגלגלי השלום. אנחנו מכירים את אלה שכבשו עוד שטח ועוד שטח. הם התחילו פה בקרוון, מתוך איזו תפיסה, על-פי ניסיון קודם שהיה להם עם ממשלות קודמות, שאחר כך אפשר להכשיר את הקרקע. ראינו מה עשו העוזרים של שרי הביטחון הקודמים. שמעתי כאן את הדיבורים של חבר הכנסת זאבי ושל חבר הכנסת מיקי איתן ואחרים. אני חושבת שהרטוריקה של ""ארץ-ישראל כולה שלי"" שייכת לסדר-היום הקודם. לא הפנימו שקרה כאן משהו. לא הפנימו שנבחרה כאן ממשלה חדשה, ממשלה שפניה לשלום, ממשלה שהלכה לבחירות והעם הכריע האם אנחנו הולכים להמשיך לחיות על החרב או אנחנו הולכים לשלום. פתאום בא מי שמנסה לטרפד את זה. אני רוצה לומר לכם, שממשלת ברק, בפינוי המאחזים – ואני אומרת שוב, הוא לא מספיק, הוא לא לטעמי – משדרת מסר ברור, שמה שהיה הוא לא שיהיה, ולא יינתן הכשר למחטפים. אני יודעת שיש מי שסבור שהעיקרון חשוב ולא מספר היישובים. חבר הכנסת שירי, אתה לא מסכים אתי?

אני מתגרה בהם? הם רוצים ללכת עם ולהרגיש בלי. אני מתגרה בהם? אני מתפלאת עליך.

חבר הכנסת טל, שינוי סדר העדיפויות הלאומי – – –

שינוי סדר העדיפויות הלאומי יכול להתקיים רק בתנאי אחד: שייקחו תקציב ממקום אחד ויעבירו אותו למקום אחר. אני נותנת לך פתרון מאין. צריך לקחת את זה מההתנחלויות וצריך לפנות את ההתנחלויות, ואת הכסף הזה, במקום לכבישים עוקפים ובמקום לבניית מאחזים צריך להפנות לקריית-מלאכי ולדימונה, ואז תדבר על שינוי סדר עדיפויות. אני יודעת שיש מי שחושב שמספיק לדבר על עיקרון ולא כל כך חשוב לדבר על מספר היישובים, מתוך איזו הבנה שאחר כך ניתן יהיה לרכז את כל המתנחלים בשניים או בשלושה גושי התיישבות. הגישה הזאת אינה לרוחי. מי שחושב שאפשר לסגת מהגדה ולהשאיר בידי הפלסטינים 54% משטחי הגדה עם גושי התנחלות, משלה את עצמו, משלה אחרים, משלה אותנו. כל רעיון ההתנחלות נועד ברבות השנים להגשים את מה שנוהגים לקרוא ""חלום ארץ-ישראל השלמה"" ולנסות לסכל כל פשרה טריטוריאלית. בבית הזה יש אנשים שעדיין לא הבינו שתם עידן ארץ-ישראל השלמה, והם עדיין מנהלים קרב מאסף. זה קרב מאסף – – –

תם עידן ארץ-ישראל השלמה – – –

חבר הכנסת טל, אתה מנהל אתי דיון?

צה""ל ומערכת הביטחון העלימו עין מהפרות חוק מצד המתנחלים ונתנו יד לקביעת עובדות לא לגיטימיות בשטח לאנשים שחדורים אמונה טוטלית בקדושת האדמה, לפנאטים שמחשיבים את עצמם כחלוצים. מי ששמע את האנשים בימים האחרונים בטלוויזיה מבין שמדובר באנשים פנאטים שגוררים את כולנו למשהו שאחר לא נדע איך לצאת ממנו. אני גם יכולה להבין, מצד אחד, שמאוד קשה לאנשים שנשלחו לשם ברבות השנים לראות את מפעל חייהם קורס לנגד עיניהם. אבל גם המתנחלים צריכים להבין, שלא נותנים פרס על התנהגות של כל דאלים גבר. ההתנחלויות מסמלות את המירע שבכיבוש. על-פי כל האמנות הבין-לאומיות, קיים איסור מוחלט על יצירת עובדות בלתי הפיכות בשטחים כבושים. כל עז כזאת שינסו להכניס עכשיו ולבנות עוד מאחז, לא תטרפד את תהליך השלום, כי לשם אנחנו הולכים. כל דיון על הסדר הקבע יצטרך להביא בחשבון, למי שלא הבין את זה, פינוי התנחלויות. אם יש מי שרוצה להישאר בטרשים של יהודה ושומרון ויש לו זיקה לאבנים ולמקומות שם ורוצה להישאר תחת ריבונות פלסטינית, שיבושם לו. אבל לא ייתכן, שממשלה שמנהלת דיון על הסדר הקבע, יש מי שמאגף אותה מאחור ומנסה ליצור עובדות בשטח. עוד משפט אחרון, אדוני היושב-ראש, ברשותך.

אני חייבת להודות, שאני מאוד מודאגת מפסקי ההלכה שאני שומעת, של רבנים כדוגמת הרב ליאור, הרב שפירא, הרב אליהו ואחרים; פסקי הלכה של רבנים שמורים לצאן מרעיתם שלא לפנות התנחלויות מרצון. אני רוצה להזהיר, אנחנו עומדים לפני יום השנה להירצחו של ראש ממשלה. אני רוצה להזהיר, יש אנשים שלא למדו שום דבר והם מכניסים את האנשים שלהם לקונפליקט – אם להיענות לצו דתי, לצו הלכתי, או להיענות להלכות בין-לאומיות. אני רוצה לנצל את ההזדמנות שאני כאן על הדוכן ולהזהיר אותם רבנים. תודה.",1,
127995,1999-11-22,"הצעות סיעות הליכוד, ישראל ביתנו - האיחוד הלאומי ורע""ם להביע אי-אמון . התגברות האבטלה ואופן הטיפול במחוסרי התעסוקה; . הנתונים על העוני בישראל והתגברות האבטלה; . המשך המדיניות כלפי הסקטור הערבי ומצבן של הרשויות המקומיות הערביות",חוק הדיור התקבל בתקופתכם. יישמתם אותו?,8,"The speech acknowledges the significance of settlement in Judea and Samaria, indicating a supportive stance towards the concept of settlement as a fulfillment of historical and national rights."
128073,1999-11-22,"הצעות סיעות הליכוד, ישראל ביתנו – האיחוד הלאומי ורע""ם להביע אי-אמון בראש הממשלה בשל: התגברות האבטלה ואופן הטיפול במחוסרי התעסוקה; הנתונים על העוני בישראל והתגברות האבטלה; המשך המדיניות כלפי הסקטור הערבי ומצבן של הרשויות המקומיות הערביות",חוק הדיור התקבל בתקופתכם. יישמתם אותו?,8,
128465,1999-11-24,הצעות לסדר-היום: התבטאות רבנים ואנשי ציבור בבית-שמש נגד העולים מרוסיה,"אדוני היושב-ראש, חברי חברי הכנסת - - -

שירי, אתה כמו אותו דג שמוציאים אותו מהאקווריום ולא נותנים לו לחרחר אפילו.

אדוני היושב-ראש, תתחיל לספור לי את הזמן מחדש.

חברי חברי הכנסת, מה שנשמע השבוע מבית-שמש - על-ידי חברים מש""ס ועל-ידי סגן ראש העיר - אני חושבת שאין לו מקום במדינה מתוקנת. הייתי אומרת שאלה דברי בלע, דברי הבל ורעות רוח, הצהרות גזעניות. אני מוכרחה להגיד לכם משהו: אני באופן אישי לא אוכלת בשר חזיר, אבל זה לא ייתכן שתחליטו שאתם נכנסים לנו לצלחת מלידה ועד פטירה, תאמרו לנו מה לאכול, איך להינשא, איך להיקבר ועכשיו גם מה לאכול. אני רוצה לומר ששמעתי את ההסתייגות של שר הבריאות, ואני חושבת שהיא היתה במקום. לא יכול להיות שעכשיו יכניסו את כל העולים החדשים לתחום מושב. זה מה שהציעו בבית-שמש. זו רטוריקה שנשמעת ממקומות אחרים, מזמנים אחרים. אם אנחנו היינו צריכים להתייחס לדברים האלה במקומות אחרים, היינו אומרים: זאת אנטישמיות, זו גזענות. ואנחנו עצמנו רוצים עכשיו ליצור כאן שני עמים, העם של ש""ס והעם של העולים החדשים, ולתחום אותם כי הם מביאים פריצות - זה מה שאמרו - כי הם מביאים את התועבה לעיר. איזה דיבורים אלה בכלל? אני הייתי מצפה מכל חברי הכנסת של ש""ס לעלות כאן על הבמה ולהתנער ולגנות. אני חוזרת ואומרת שוב, אני יודעת שהשר עשה זאת. לא ייתכן שבמדינה מתוקנת יחליטו מי שייך לעם הזה ומי לא שייך לעם הזה, את מי רוצים לנדות ואת מי לא רוצים לנדות ואת מי רוצים לשים במקומות מסוימים. עוד לא מאוחר לחזור בכם, חברי הכנסת של ש""ס; אני חושבת שאתם צריכים להשמיע את הקול שלכם ברמה.",1,
129073,1999-12-06,הצעות לסדר-היום: יוזמת נלסון מנדלה,"אדוני היושב-ראש, אדוני סגן השר, כל תהליך שלום דורש תהליך תודעתי. חבר הכנסת אלון, אלה שמכנים את עצמם פלסטינים, זה באמת מונח חדש במליאה. לא ידעתי שהגולן זה חלק ממדינת ישראל, ארץ-ישראל הגדולה. בשביל שלום, גם ביבי נתניהו הבין, צריך לשלם מחירים מכאיבים, גם אם המשמעות היא פינוי יישובים מרמת-הגולן. גם אם זו המשמעות, צריך להתחיל להפנים את זה. חבר הכנסת שלום, מה שהיה נכון לנתניהו, יכול להיות שאתה אולי לא ידעת, אולי הוא לא עדכן אתכם. אנחנו מעודכנים בשלבים השונים, אנחנו מעודכנים במתווכים השונים.

אנחנו שומעים, אם לנלסון מנדלה ולאולברייט יש יוזמה חיובית, אנחנו תומכים בה. אנחנו תומכים בכל מה שיביא שלום למדינת ישראל.

יהיה שלום. קוראים לזה שלום, חבר הכנסת עזרא.",3,
