Id,Date,Topic,Text,Rank,Reasoning
123535,1999-07-19,הצעה לסדר-היום: פרסום בדבר ניסיונם של מיסיונרים להטביל 400 יהודים לנצרות,"אדוני היושב-ראש, אדוני השר, אני חושבת שהגיע הזמן להפסיק את החששות שמא כמה נפשות תועות, רחמנא ליצלן, יוטבלו לנצרות. כל בני-האדם במדינת ישראל, בין שהם יהודים ובין שהם לא-יהודים, הם אנשים ריבונים, אנשים חושבים, ובדרך כלל הייתי אומרת - גם בעלי חוסן נפשי. לכן, אדוני השר, אני מציעה להשאיר בידם את ההחלטה איזו דת נראית להם. כל הסגנון של משטור החיים האישיים, אין לו מקום במדינה מתוקנת, ולכן אני מציעה להסיר את ההצעה מעל סדר-היום.",10,
128955,1999-12-01,הצעות לסדר-היום: חוק השבות,"אדוני היושב-ראש, רבותי השרים, חברי חברי הכנסת, כשחוקק חוק השבות הוא נועד לקבוע את אופיה היהודי של מדינת ישראל כמדינת היהודים, כדי לאפשר ליהודים מכל העולם להגיע אליה. ואמר בצדק חבר הכנסת ריבלין, כי בעיקר אחרי מאורעות השואה מדינת ישראל היתה צריכה לשמש כארץ מקלט לכל מי שרצה להגיע אליה, לכל יהודי בכל מקום בעולם. אבל אני סבורה, כמו רבים מחברי שדיברו כאן היום, שהיום, 50 שנה אחרי כינון המדינה, מדינת ישראל יכולה להרשות לעצמה לבחון מחדש, בעיקר לאור המציאות המשתנה, את מדיניות ההגירה שלה. אני חוזרת על המשפט האחרון שלי: מדיניות ההגירה שלה. כשמישהו מציע לבחון מחדש את חוק השבות, זה כאילו שהוא מציע לשבור איזה טבו, כאילו שהוא מציע לשחוט איזו פרה קדושה, כאילו שמדובר כאן בקודש הקודשים.

אני רוצה לומר, שגם בעניין הזה אפשר לסדוק סדקים ואפשר להתחיל לדבר על חוק השבות.

חבר הכנסת אלון, אני יכולה לא להסכים אתך על הרבה דברים, אבל אני מייחסת לך אינטליגנציה זו או אחרת. תשמע את הנאום שלי ותבין. אם לא - תשאל.

אני רוצה להגיד, שלא כל כך הבנתי את התגובה הזועמת של ראש הממשלה, כשהיה מי שהציע בישיבת הממשלה לבחון את חוק השבות, והוא אמר: כל עוד אני ראש ממשלה זה לא ייבחן. אפשר להודות בגילוי לב שבחוק השבות יש גם אלמנטים גזעניים, כי הוא מבוסס על מוצא והשתייכות לקבוצה.

אתה תאפשר לי לדבר. אם לא תבין את מה שאמרתי תשאל.

אני חוזרת על הדברים. אמרתי שיש בו אלמנטים גזעניים והוא חוק שמפלה בין אלו שרוצים להגר לישראל וגם בין אזרחים יהודים לאזרחים לא יהודים של המדינה. קודם כול, בואו נציין זאת. עוד לא טענתי שצריך לבטל את זה, אבל בואו נציין שזה המצב. היו לזה סיבות, והצדיק זאת חבר הכנסת ריבלין. היו לזה סיבות.

אזרח ישראלי, אזרח ישראלי - - -

לכן, תתפלא לשמוע, חבר הכנסת אלון - - -

לכן, גם מי שחושב שמדינה רשאית - - -

אני לא יכולה לדבר באופן רצוף.

זה היה על חשבון זמנך ולא על חשבון זמני. לכן, גם מי שחושב שמדינה רשאית לקבוע את חוקי ההגירה שלה מתוקף ריבונותה, צריך להצדיק את האפליה שיוצר חוק השבות בין אזרחים. אם מישהו חושב שמדינה צריכה לקבוע את חוקי ההגירה שלה - אין לו ברירה אלא להצדיק.

יש לי עוד שני משפטים. אני טוענת שזו לא פרה קדושה, אפשר להתחיל לבחון את ההשלכות של חוקי ההגירה ואפשר להתחיל לדון בזה. אני מודה, ויכול להיות שזה לא לטעמי, שאני לא רואה שום אופציה שחוק השבות יבוטל. אני מכירה את יחסי הכוחות, וזה לא קשור, לצערי - - -

אני לא סיימתי את דברי, חבר הכנסת אלון.

אני חושבת שאולי צריך להתחיל לדון בחוקי הגירה כמו שהם קיימים במדינות מתוקנות מערביות. הרעיון בחוק השבות - ואמרתי זאת קודם - היה לשמש כארץ מקלט, כמו שאמר חבר הכנסת ריבלין, בעקבות מאורעות השואה. הרעיון הזה היה בעבר; כנראה הוא קיים עוד היום. אבל יכול להיות שכשמדובר בעליית יהודים לישראל - וישראל אינה סלקטיבית כשמדובר בעליית יהודים, ואולי ראוי שהיא תמשיך כך - צריך להתחיל לחשוב גם על יהודים נרדפים. לגבי מי שהוא לא יהודי נרדף אולי צריך להתחיל לחשוב על חוקי הגירה מתוקנים כמו בכל מדינה אחרת. תרשה לי, אדוני היושב-ראש. תראה, ש""ס אמרה בישיבת הממשלה - ואני יודעת שגם שר הפנים, או משרד הפנים, אבל בעיקר ש""ס - שצריך לדון בחוק השבות. אני חושבת שהתביעה לדון בחוק השבות היא תביעה לגיטימית, אלא שהסיבות שלכם היו סיבות לא לגיטימיות.

לא, תאפשר לי. אתה ראית איזו חגיגה היתה פה.

אני חושבת, שהחשש שלכם שקבוצות של יהודים שיעלו, שיתחברו לכאן לקבוצות מיעוט אחרות, והם יכולים לשנות את אופיה של מדינת ישראל, הוא חשש מאוד מאוד רציני. אבל זו לא יכולה להיות סיבה לדון מחדש בחוק השבות. לא זאת הסיבה. יש נורמות מתוקנות של הגירה, וזאת המגמה האמיתית. המגמה האמיתית שלכם היא למנוע נישואי תערובת. זאת המגמה שלכם. אני לא מבינה, למה מצפים? שמשלחות - - -

יש לי ממש עוד שני משפטים. מי שמציע עכשיו למנוע עליית יהודים שנישאו בנישואי תערובת - זה כמו חוקי הרייך השלישי. עד איזה דור נלך אחורה?

עכשיו אתם רוצים שמשפחות תיפרדנה? אתם רוצים שמי שנישא ללא יהודי לא יבוא לארץ?

חברי הכנסת, אפשר להתחיל לדון - - -

חבר הכנסת גפני, אני רוצה לומר לך, שאני לא עובדת אצלך ואני לא מייצגת לא אותך ולא את חבר הכנסת אלון. אני אומרת רק את מה שאני רוצה להשמיע. אני סומכת על האינטליגנציה שלך שתבין מה אמרתי.

זה מה שאמרתי? זה מה שהצגתי? אני סומכת על האינטליגציה שלך להבין את מה שאמרתי.",1,
129675,1999-12-14,יחסי הרשות המחוקקת והרשות השופטת,"גם היא היתה הצעה לא טובה מספיק.

זו החלטה שיש בה קלון. מה אתה מדבר?

- - - בין מה שהוחלט בפעם הקודמת לבין מה שעכשיו הציע האשם מחאמיד?

רגע, גם מלאכים זה לא מה שהיה פעם.

אדוני היושב-ראש, חברי חברי הכנסת - - -

אדוני היושב-ראש, הכנסת קיבלה בשבוע שעבר החלטה אומללה. זה בהחלט היה מחדל מבחינתנו, חברי במרצ, שלא היינו כאן כאשר הכנסת קיבלה את ההחלטה שקראה לבית-המשפט העליון להימנע מלהתערב בנושאים פוליטיים; החלטה שבעיני היא אות קלון למי שתמך בה, ואני מקווה שבית-המשפט יתעלם מהחלטה זו.

אני חייבת להודות, שבאופן אישי - ויסלח לי ידידי, יושב-ראש הכנסת - לא אהבתי את שתי ההחלטות. לא רק שאסור לכנסת להתערב בעצמאותו ובשיקול דעתו של בית-המשפט העליון - הכנסת חייבת לשמור על מעמדו וחוסנו של בית-המשפט, כי זהו חלק מנשמת אפה של הדמוקרטיה. אני לא שומעת את עצמי.

תודה לך. לכן, אדוני היושב-ראש, ההחלטה הקודמת לא הביאה כבוד לכנסת.

חבר הכנסת שטייניץ, עליונות הכנסת מוסכמת על הכול, הכנסת קובעת את כללי המשחק, הכנסת מחוקקת את חוקי-היסוד, ובית-המשפט העליון הוא הפרשן העליון של סמכות הרשויות. לבית-המשפט העליון מותר לבטל חוקי כנסת שסותרים את חוקי-היסוד. לפי שיטתך, גם שטות וגם טעות היא לטעון כפי שנטען כאן גם היום בדיון, שבית-המשפט הפעיל באופן אקטיביסטי את סמכויותיו לאכוף את זכויות האדם, חרף התנגדות חלק מהאוכלוסייה שיושבת כאן היום. אני רוצה להזכיר לכם, שבדרך כלל בית-המשפט החזיר עתירות של רפורמים, החזיר עתירות של ערבים ועתירות של חילונים בחזרה לזירה הפוליטית, כדי שתמצא להן פתרון. ממה נפשך? דיבר לפני חבר הכנסת הלפרט, אני חושבת, על היהדות האורתודוקסית המפנה את זעמה נגד בית-המשפט העליון. אני רוצה להזכיר לכם, שיש לכם בעיות עם שלוש זכויות מרכזיות: זכות ההומוסקסואלים לתנאי עבודה שווים, זכות גרושה לקבל בבית-הדין הרבני חלק שווה מרכוש בני הזוג והכרה בכשירות נשים וזרמים לא אורתודוקסיים של היהדות לשבת במועצות דתיות. ואני שואלת, אם לא בית-המשפט העליון יעמוד למען זכויות האדם, מי יעמוד? האם הכנסת תעמוד? האם אנחנו יכולים לסמוך על כך שהכנסת תעמוד? זכויות האדם, אדוני היושב-ראש, אינן ביטוי של הרוב הדמוקרטי, אלא סייג לכוחו של הרוב המספרי לקפח את היחיד או לקפח את המיעוט. לכן יש חשיבות רבה מאוד לשמור על בית-המשפט העליון כנוטר זכויות האדם. הטענות שהושמעו כאן קודם על-ידי חבר הכנסת גפני, שהנשיא ברק הוא דיקטטור, ובית-המשפט העליון מסרב להכניס את החוק העברי - - -

חבר הכנסת גפני קבל נגד זה שבית-המשפט העליון לא מכניס את החוק העברי לפסיקותיו ולהחלטותיו. אני רוצה לומר לך, שאנחנו משלמים על כך שבתי-הדין הרבניים הכניסו את החוק העברי. אם בוחנים בפרספקטיבה את דבריו של נשיא בית-המשפט העליון, אין לכם בעיה עם הפרקטיקה שלו, אולי יש לכם בעיה עם הרטוריקה שלו. אדוני היושב-ראש, אני מסיימת. אני לא שומעת את עצמי.

החשש של חלק מחברי הבית הזה הוא מאופיו הליברלי וההומני של בית-המשפט. החשש שמובע כאן, כי לא ניתן יהיה עוד להשלים ערכים הלכתיים בתחומי חיים רבים, דווקא בגלל החשש הזה חשובה תרומתו של בג""ץ לביצור הדמוקרטיה וליישום חקיקת הכנסת.",3,
154638,2001-05-09,סלילת כבישים נפרדים לנשים ולגברים במירון,"אדוני היושב-ראש, זו הזדמנות לברך אותך.

אדוני שר הדתות, בעקבות החלטתך על סלילת כבישים נפרדים לנשים ולגברים במירון, ברצוני לשאול: 1. מה היא עלות סלילת הכביש במירון? 2. האם סלילת כבישים מפרידים לנשים ולגברים תמומן מתקציב המדינה? 3. האם מתוכננת סלילת כבישים נוספים בקברי צדיקים? 4. לאור דברי הרב עובדיה יוסף בנושא, האם אתה סבור שסלילת הכבישים הנפרדים תפתור את בעיית הגירושין במדינה?

אדוני היושב-ראש, אני שמעתי בתשובה הרשמית שניתנה על-ידי משרד הדתות לעיתונות, שהסיבה לסלילת הכבישים הנפרדים, או המפרידים, נבעה מכך שהרב עובדיה אמר שהוא מכיר מקרה של זוג שעלה לפני שנה לקבר והתגרש כתוצאה מזה. אדוני היושב-ראש, אני שואלת, האם לא כדאי, שהשר, שבהזדמנות זו אני מברכת אותו עם כניסתו לתפקיד, האם לא כדאי שהשר שמופקד על המשרד שבראשותו, יעסוק בפתרון בעיות שנובעות כתוצאה מהחוק בענייני נישואין וגירושין? האם לא צריך לפתור את בעייתן של העגונות ושל כל אותם אנשים שלא יכולים להינשא נישואים אזרחיים או בכל דרך אחרת? האם לא זאת המטרה של משרד הדתות?

חבר הכנסת מלול, מה זה שייך לגירושין?",3,
156608,2001-06-12,נאומים בני דקה,"גברתי היושבת-ראש, אני מודה שנדהמתי כשנכנסתי לאולם ושמעתי את חבר הכנסת ביבי מהמפד""ל יוצא בשצף קצף נגד הכינוס שהתקיים כאן היום תחת הכותרת ""אהבה שווה, אירועי שבוע הגאווה במדינת ישראל, גאווה 2001"". בשצף קצף הוא התקומם איך לכנסת ישראל הביאו, רחמנא ליצלן, הומואים ולסביות, איך יכול להיות כדבר הזה. אני שואלת, גברתי, איך יכול להיות כדבר הזה, שנבחרי ציבור בכנסת ישראל, הקידמה עוד לא הגיעה אליהם. הם עוד תקועים שם מעבר להרי החושך, תרתי משמע, אם אני יכולה לומר. בורות, שנאה, גזענות, דעות קדומות, סטריאוטופים עדיין נמצאים במוחם הקודח של חברי כנסת שלא מבינים שזה שלא נדבר על זה, זה לא לא יהיה. התופעה קיימת. מדובר באנשים חיים כמונו, אנשים שאוהבים. גברים שאוהבים גברים, נשים שאוהבות נשים, והכול בסדר, וזה לכבודה של הכנסת שאירוע כזה מתקיים כאן.",10,
156744,2001-06-12,"דברי הכנסת: הישיבה המאתיים-ותשע של הכנסת החמש-עשרה: יום שלישי, כ""א בסיוון התשס""א (12 ביוני 2001): ירושלים, הכנסת, שעה 16:02: נאומים בני דקה","גברתי היושבת-ראש, אני מודה שנדהמתי כשנכנסתי לאולם ושמעתי את חבר הכנסת ביבי מהמפד""ל יוצא בשצף קצף נגד הכינוס שהתקיים כאן היום תחת הכותרת ""אהבה שווה, אירועי שבוע הגאווה במדינת ישראל, גאווה 2001"". בשצף קצף הוא התקומם איך לכנסת ישראל הביאו, רחמנא ליצלן, הומואים ולסביות, איך יכול להיות כדבר הזה. אני שואלת, גברתי, איך יכול להיות כדבר הזה, שנבחרי ציבור בכנסת ישראל, הקידמה עוד לא הגיעה אליהם. הם עוד תקועים שם מעבר להרי החושך, תרתי משמע, אם אני יכולה לומר. בורות, שנאה, גזענות, דעות קדומות, סטריאוטופים עדיין נמצאים במוחם הקודח של חברי כנסת שלא מבינים שזה שלא נדבר על זה, זה לא לא יהיה. התופעה קיימת. מדובר באנשים חיים כמונו, אנשים שאוהבים. גברים שאוהבים גברים, נשים שאוהבות נשים, והכול בסדר, וזה לכבודה של הכנסת שאירוע כזה מתקיים כאן.",10,
160215,2001-07-23,"הצעת חוק שירות הקבע בצבא-הגנה לישראל (גמלאות) (תיקון מס' 14): (מענק לבן זוג שנישא), התשס""א–2001: (קריאה ראשונה)","אדוני היושב-ראש, חברי חברי הכנסת, אני עליתי בעיקר כדי לברך את חבר הכנסת כהן על הצעת החוק הנכונה הזאת. חבר הכנסת כהן עקבי במאבקו להשוואת התנאים ולהשוואת הזכויות של אלמנות. אני חושבת שההצעה הזאת באה לתת מענה נכון לאותן נשים שהגורל התאכזר אליהן, וההצעה של חבר הכנסת כהן באה לומר, שהגורל לא יתאכזר אליהן פעמיים. אנחנו יודעים על נשים רבות שחששו להינשא, שמצאו בן זוג שהיו רוצות לחלוק עמו את חייהן, והן חוששות להינשא כי הן עלולות לאבד את קצבת השאירים. זו הצעה נכונה, זו הצעה צודקת. חבר הכנסת כהן, אני חושבת שצריך לתמוך בך, ואתה עושה עבודה נהדרת בעניין הזה. תודה רבה.",5,
174340,2002-05-22,"הצעת חוק זכויות החולה (תיקון – איסור אפליה מחמת נטייה מינית), התשס""ב–2001: (הצעת חברת הכנסת ז' גלאון)","אדוני היושב-ראש, סעיף 4 לחוק זכויות החולה קובע, כי מטפל או מוסד רפואי לא יפלו בין מטופל למטופל מטעמי דת, גזע, מין, לאום, ארץ ומוצא. אני סבורה, שראוי ונכון לכלול בחוק איסור גם מטעמי נטייה מינית. אני שמחה שהממשלה תומכת בחוק. אני קוראת לכנסת לתמוך בחוק. תודה.",8,
176058,2002-06-12,הצעות לסדר-היום רישום נישואין להומואים ולסביות בעיריית תל-אביב,"למה בושה, חבר הכנסת ביבי?

מה פתאום בושה, הבושה היא שחבר כנסת בכנסת ישראל חושב שזאת בושה.

לאן הגענו, שעומד פה חבר כנסת וקורא לזה בושה וגועל נפש?

תפתח את העיניים, חבר הכנסת ביבי.

אתה תדאג ללשכה שלך, אני לא מתערבת לך בלשכה.

אני רוצה לשאול שאלה רצינית את חבר הכנסת יגאל ביבי: האם אתה יכול להתעלם מכך שיש זוגות הומואים ולסביות בקהילה הדתית והחרדית? אתה אומר שהם צריכים לקיים את אהבתם במחשכים, האם זה ימנע את התופעה? מדובר באנשים חיים.

הרי לא תמגר בצורה הזאת את התופעה. יש אנשים שיש להם רגשות, שהם אוהבים, שהם חיים ביחד ורוצים לגור ביחד, אז תעניש אותם?

זה לא אותו דבר, מה אתה משווה?

אתה תדבר ואחר כך אני אגיב על דברי כולכם.

לא, אדוני היושב-ראש. הצעה רגילה זה עשר דקות. אני מבקשת למצות את עשר הדקות, כי אני צריכה לטפל בכולם.

נו, באמת. אדוני היושב-ראש, יש גבול.

אדוני היושב-ראש, יש גבול - - -

אדוני היושב-ראש, אתה לא יכול להרשות לו לדבר כך.

- - - הוא מומחה למדיצינה. הוא מומחה למדיצינה? הוא יכול לומר מי חולה ומי לא?

אדוני היושב-ראש, חברי חברי הכנסת, חברי הכנסת ביבי, הנדל, זאב, אני רוצה שתקשיבו טוב טוב למה שיש לי להגיד לכם. אני נדהמת כל פעם מחדש, אדוני היושב-ראש, איך יוזמה של חברת מועצת עיריית תל-אביב, מיכל עדן, יוזמה ברוכה, נכונה, חשובה, לקיים מרשם נישואין אלטרנטיבי לזוגות הומו-לסבים, יוזמה שהיא ראשונית, חשובה, ברוכה, נכונה, שצריכה לזכות להכרה של הממסד, שצריכה לשמש דוגמה לשאר העיריות בארץ, זוכה כאן לחרפות, לגידופים, להבעת בורות וגישה של שנות האבן. שנות האבן, רבותי, זה מה שאתם מייצגים. תגידו, חברי הכנסת, אם לא תדברו על התופעה הזאת, היא לא תהיה? היא לא קיימת? מה זו התופעה הזאת?

שמעתי אותך. מי שצריך להוקיע אותם זה חברי כנסת כמוך שהופכים את הדת קרדום לחפור בו ומגייסים את הדת ואת הממסד הרבני האורתודוקסי לדברים הכי הכי בזויים.

אדוני היושב-ראש, אפשר לעמוד כאן מעל הדוכן ולהגיד שבע פעמים ""סטייה"" ושבע פעמים ""חולני"". זה לא יהפוך את זה ללא קיים. רבותי חברי הכנסת, בכלל אני לא מבינה, חבר הכנסת זאב, מה בהכשרה הרפואית שלך נותן לך את הזכות לעמוד כאן על הבמה ולחלק אנשים למי חולה ומי בריא? מי שם אותך בכלל לחלק ציונים למי חולה ומי בריא? מי שם אותך להגיד שהדבר הזה גורם לאיידס, ואיידס זו מחלה שהומואים מפיצים?

זה ידוע? אין לכם מושג על מה אתם מדברים.

רבותי, תתחילו לפתוח את העיניים.

אין לך מושג על מה אתה מדבר. כל מה שאתה יודע זה להביא פסוקים ולהשתמש בהם שימוש קלוקל.

אדוני היושב-ראש, מה שהיה כאן מעל הדוכן זה הפגנת בורות, חשכה, סטריאוטיפים ודעות קדומות. מאפשרים לחברי כנסת שמתיימרים לייצג את הדת, את המוסר ואת התורה - לא מבינים על מה הם מדברים. רבותי, מדובר באנשים, גברים ונשים, שבחרו לחיות על-פי הבנתם, והם אנשים אוהבים. אני רוצה להזכיר לבית הזה, שהאנשים האלה אוהבים. אז יש מי שאוהב גברים, ויש מי שאוהב נשים, וזה בסדר.

אז לך. היית צריך לעשות זאת מזמן.

אדוני היושב-ראש, לא סיימתי. אדוני היושב-ראש, ההומואים והלסביות הם חלק אינטגרלי של החברה הישראלית. הם חיים כאן. הם מקיימים חיי משפחה. הם מקיימים משק-בית משותף. הם משלמים מסים. הם משרתים בצבא. הם לוקחים חלק בחובות. חבר הכנסת ביבי, הם שירתו יחד אתך, יחד עם הבנים שלך, ומגיעות להם גם זכויות. הזכות האלמנטרית היא הזכות להינשא. אבל, מה לעשות שאנחנו חיים בחברה שמתיימרת להיות חברה מתוקנת ודמוקרטית, ואנחנו עדיין נתונים למרותו של הממסד הדתי הרבני, הרבני-האורתודוקסי?

חבר הכנסת הנדל, הממסד האורתודוקסי לא מאפשר - - -

תקשיב לי. שמעתי את מה שהיה לך להגיד והתחלחלתי. עכשיו תקשיב לי.

אדוני היושב-ראש, רק במדינת ישראל לאנשים אין הזכות לבחור באיזה אופן להינשא. יש מי שרוצה להשתמש בשירותיו של הממסד הדתי-הרבני - בבקשה. אני חושבת שצריך לאפשר כאן מסלולים אלטרנטיביים.

שמעתי אותך. שב רגע. תעשה לך רוח, ותקשיב.

אדוני היושב-ראש, כיון שאין מסלול נישואים אלטרנטיבי, נוצרה כאן יוזמה חשובה, אני חוזרת ואומרת, של מיכל עדן. זו יוזמה שאומרת: בואו וניתן לאנשים האלה גם זכויות. בואו ונעניק להם מעמד שווה. בואו ונרשום אותם. בואו ונעשה מיפוי. רבותי, אנחנו מדברים על יותר מ=%10 מהאוכלוסייה.

כן. אתם יכולים לטמון את הראש בחול. זו התנהגות של בת-יענה, שמי שטומן את הראש בחול חושב שאין אנשים שחיים ביחד.

חבר הכנסת הנדל, אני רוצה לספר לך, שזה שאתה טומן את הראש בחול ואומר: אין, אין, אתה לא יכול להתעלם מכך שיש אנשים שלא רוצים שיכתיבו להם איך לחיות ולא רוצים שייכנסו להם לחדר המיטות, אבל רוצים להיות מוכרים. הם ממלאים את כל החובות למדינה, והם מבקשים זכויות. הזכויות הן לא על-פי הממסד הדתי האורתודוקסי. אני רוצה להזכיר לך משהו, ואני בטוחה שתסכים אתי.

אבל הוא הלך, אז זה לא נורא.

אדוני היושב-ראש, אני רוצה להגיד משהו שנאמר כאן. על-פי החוק במדינת ישראל, לידועים בציבור יש מעמד ויש זכויות. אבל, רוב ההומואים והלסביות לא נכנסים תחת המושג המשפטי הזה. זוגות הטרוסקסואליים יכולים היום, למשל, לנסוע לקפריסין ולהינשא, אבל זוגות הומואים ולסביות שנישאים בנישואים אזרחיים, שתקפים במדינות אחרות, כאשר הם באים לארץ הם חותמים הסכמים.

עוד שני משפטים. הם חותמים על הסכם לחיים במעמד עורכי-דין. הם מקימים תא משפחתי ויש להם ילדים, והם לא זוכים להכרה. תגידו: זה נורמלי?

זה נורמלי שהם לא זוכים להכרה? אז על מה קמה הצעקה? שיש כאן יוזמה לרישום בעיריית תל-אביב - רישום שאין בו דרישה לתוקף משפטי ואין בו דרישה להכרה של הרבנות?

יש פה רצון להכרה אמיתית, לרישום שיצביע על מספר הזוגות ההומו-לסבים החיים בארץ ובעיקר בתל-אביב, כדי שבבוא הזמן הם יוכלו, ובצדק, לבוא ולתבוע זכויות. אז ממה אתם מפחדים? חבר הכנסת הנדל, ממה נפשך? חבר הכנסת ביבי, מה קורה? מה הפחד?

בזה אני מסיימת. אתה יודע מה היא הבושה?

הבושה היא, שיש בכנסת ישראל חברי כנסת חשוכים כמוך, שמקבלים אפשרות מעל הדוכן להשמיץ, להסית ולפגוע באזרחים - -

- - שמקיימים חובות ולא מקבלים זכויות.

אני מציעה להעביר את זה לוועדה למעמד האשה.

הוועדה לקידום מעמד האשה.",10,
181960,2002-11-05,"הצעת חוק העונשין (תיקון – סחר בבני-אדם למטרות ניצול, כפייה או עבדות), התשס""ב–2002: (הצעת קבוצת חברי הכנסת)","גברתי היושבת-ראש, אני מבקשת מהבית לאשר את הצעת התיקון לחוק העונשין. אומר את זה במשפט אחד: החוק בא למנוע מצב שיהיה סחר בבני-אדם למטרות ניצול, כפייה או עבדות, שימוש בנישואין לצורכי ניצול נשים. החוק זוכה לתמיכת הממשלה, ואני אשמח אם הבית יאשר אותו. תודה.",1,
